id_mbes;X;Y;Z;id_moules;Nbrs_moules;Classe;H1;H2;H3;H4;H5;H6;H7;H8;H9;H10;H11;H12;H13;H14;H15;H16;GMM_Classe;New_Classe
104691662;251010.000;5187516.000;13.442;166;0;Inexistant;1.737956;8.318527e-06;0.666627;1.000000;0.626966;0.373034;0.000000e+00;0.000000e+00;3.020263e-03;-1.861000e-09;-1.300000e-11;9.613970;6.027637;0.212000;-0.106000;0.106000;0;Inexistant
104691663;251011.000;5187516.000;13.464;166;0;Inexistant;1.737917;2.412948e-02;0.667084;0.999904;0.626078;0.373825;5.933822e-05;9.650003e-05;2.794394e-03;1.861000e-09;1.300000e-11;9.617864;6.022463;0.212000;-0.106000;0.106000;0;Inexistant
104691664;251012.000;5187516.000;13.476;166;0;Inexistant;1.737874;3.227487e-02;0.667741;0.999769;0.625652;0.374117;1.420372e-04;2.309687e-04;2.633931e-03;-1.160000e-10;-1.000000e-12;9.618553;6.020088;0.212000;-0.106000;0.106000;0;Inexistant
104691665;251013.000;5187516.000;13.488;166;0;Inexistant;1.738464;2.598456e-02;0.667400;0.999879;0.627093;0.372786;7.407712e-05;1.205483e-04;3.283161e-03;1.160000e-10;1.000000e-12;9.614602;6.030413;0.212000;-0.106000;0.106000;0;Inexistant
104691737;251085.000;5187516.000;14.276;206;20;Commun;1.745638;2.079143e-05;0.667908;1.000000;0.634359;0.365641;0.000000e+00;0.000000e+00;8.724472e-03;-1.861000e-09;-2.300000e-11;9.612789;6.097956;0.328000;-0.164000;0.164001;0;Abondant
104691738;251086.000;5187516.000;14.322;206;20;Commun;1.745363;1.304359e-02;0.667931;0.999985;0.633824;0.366160;9.346276e-06;1.527046e-05;8.467865e-03;1.861000e-09;2.400000e-11;9.614234;6.093882;0.328000;-0.164000;0.164001;0;Abondant
104691739;251087.000;5187516.000;14.366;206;20;Commun;1.744885;1.745114e-02;0.667888;0.999963;0.632758;0.367205;2.239189e-05;3.656219e-05;7.999921e-03;1.861000e-09;2.600000e-11;9.617626;6.085984;0.328000;-0.164001;0.164000;0;Abondant
104691740;251088.000;5187516.000;14.410;206;20;Commun;1.744543;1.405725e-02;0.667589;0.999981;0.631681;0.368300;1.170795e-05;1.910408e-05;7.622669e-03;1.860000e-09;2.700000e-11;9.622298;6.078407;0.328000;-0.164000;0.164001;0;Abondant
104691741;251089.000;5187516.000;14.454;206;20;Commun;1.740632;3.049207e-02;0.667893;0.999805;0.627599;0.372206;1.196869e-04;1.948488e-04;4.585464e-03;-1.860000e-09;-2.000000e-11;9.622729;6.041088;0.270000;-0.164001;0.106000;0;Abondant
104692020;250856.000;5187517.000;0.794;253;1;Inexistant;1.734443;3.425430e-05;0.666348;1.000000;0.625389;0.374611;0.000000e+00;0.000000e+00;7.112363e-04;1.862000e-09;-3.000000e-12;9.603847;6.006137;0.104000;-0.052000;0.052000;0;Rare
104692021;250857.000;5187517.000;0.780;253;1;Inexistant;1.734824;1.186045e-02;0.666485;0.999989;0.625665;0.374324;7.047382e-06;1.145684e-05;9.769858e-04;1.862000e-09;-4.000000e-12;9.604194;6.009116;0.118000;-0.052000;0.066000;0;Rare
104692022;250858.000;5187517.000;0.774;253;1;Inexistant;1.735171;3.323175e-05;0.666468;1.000000;0.626070;0.373930;0.000000e+00;0.000000e+00;1.255635e-03;-1.862000e-09;5.000000e-12;9.603853;6.012682;0.132000;-0.066000;0.066000;0;Rare
104692023;250859.000;5187517.000;0.768;253;1;Inexistant;1.735008;8.903978e-03;0.666503;0.999995;0.626041;0.373954;2.981359e-06;4.847841e-06;1.154583e-03;-1.862000e-09;4.000000e-12;9.603064;6.011961;0.124001;-0.066000;0.058001;0;Rare
104692024;250860.000;5187517.000;0.762;253;1;Inexistant;1.734765;1.105797e-02;0.666519;0.999991;0.625948;0.374043;5.710898e-06;9.285729e-06;9.955624e-04;-1.862000e-09;3.000000e-12;9.602215;6.010578;0.116001;-0.066000;0.050001;0;Rare
104692025;250861.000;5187517.000;0.756;253;1;Inexistant;1.734549;8.268827e-03;0.666463;0.999996;0.625857;0.374140;2.387936e-06;3.882461e-06;8.569775e-04;-1.862000e-09;3.000000e-12;9.601626;6.009279;0.108002;-0.058001;0.050001;0;Rare
104692096;250932.000;5187517.000;7.792;278;0;Inexistant;1.733638;2.292010e-06;0.666319;1.000000;0.625227;0.374773;0.000000e+00;0.000000e+00;2.179287e-04;-1.863000e-09;1.000000e-12;9.600346;6.002400;0.052000;-0.026000;0.026000;0;Inexistant
104692097;250933.000;5187517.000;7.768;278;0;Inexistant;1.733638;3.290320e-06;0.666319;1.000000;0.625227;0.374773;0.000000e+00;0.000000e+00;2.179287e-04;-1.863000e-09;1.000000e-12;9.600346;6.002400;0.052000;-0.026000;0.026000;0;Inexistant
104692098;250934.000;5187517.000;7.744;278;0;Inexistant;1.733658;8.911228e-03;0.666366;0.999995;0.625270;0.374725;2.989495e-06;4.858766e-06;2.348237e-04;1.863000e-09;-0.000000e+00;9.600142;6.002730;0.052000;-0.026000;0.026000;0;Inexistant
104692099;250935.000;5187517.000;7.720;278;0;Inexistant;1.733729;1.106424e-02;0.666413;0.999991;0.625350;0.374641;5.721875e-06;9.300155e-06;2.885642e-04;1.863000e-09;-0.000000e+00;9.600013;6.003456;0.056000;-0.026000;0.030000;0;Inexistant
104692100;250936.000;5187517.000;7.760;278;0;Inexistant;1.733813;8.910441e-03;0.666396;0.999995;0.625440;0.374556;2.988517e-06;4.857682e-06;3.553853e-04;-1.863000e-09;0.000000e+00;9.600000;6.004267;0.058000;-0.028000;0.030000;0;Inexistant
104692101;250937.000;5187517.000;7.800;278;0;Inexistant;1.733724;8.172463e-03;0.666373;0.999996;0.625355;0.374641;2.305845e-06;3.747833e-06;2.890031e-04;-1.863000e-09;-0.000000e+00;9.600021;6.003456;0.052000;-0.030000;0.022000;0;Inexistant
104692173;251009.000;5187517.000;13.446;166;0;Inexistant;1.737991;2.412846e-02;0.667315;0.999904;0.627386;0.372518;5.930227e-05;9.651912e-05;3.075369e-03;-1.160000e-10;-1.000000e-12;9.610544;6.030446;0.212000;-0.106000;0.106000;0;Inexistant
104692174;251010.000;5187517.000;13.444;166;0;Inexistant;1.738226;8.349988e-06;0.666861;1.000000;0.628297;0.371703;0.000000e+00;0.000000e+00;3.416415e-03;1.160000e-10;1.000000e-12;9.607603;6.036427;0.212000;-0.106000;0.106000;0;Inexistant
104692175;251011.000;5187517.000;13.466;166;0;Inexistant;1.740410;3.433218e-02;0.668201;0.999722;0.626884;0.372838;1.708970e-04;2.781246e-04;4.292751e-03;1.160000e-10;1.000000e-12;9.624739;6.036271;0.272000;-0.106000;0.166000;0;Inexistant
104692176;251012.000;5187517.000;13.488;166;0;Inexistant;1.743850;3.063309e-02;0.667488;0.999803;0.625221;0.374582;1.214612e-04;1.974492e-04;5.988170e-03;1.160000e-10;2.000000e-12;9.654590;6.038155;0.332000;-0.166000;0.166000;0;Inexistant
104692177;251013.000;5187517.000;13.500;166;0;Inexistant;1.744929;1.596434e-02;0.666550;0.999972;0.625408;0.374565;1.718799e-05;2.793845e-05;6.708325e-03;-1.160000e-10;-2.000000e-12;9.661468;6.042624;0.332000;-0.166000;0.166000;0;Inexistant
104692250;251086.000;5187517.000;14.318;206;20;Commun;1.738101;8.888013e-03;0.666331;0.999995;0.625073;0.374922;2.966408e-06;4.820658e-06;2.754184e-03;-1.160000e-10;-1.000000e-12;9.625915;6.016945;0.212000;-0.106000;0.106000;0;Abondant
104692251;251087.000;5187517.000;14.364;206;20;Commun;1.738012;1.103690e-02;0.666425;0.999991;0.625418;0.374572;5.679422e-06;9.231542e-06;2.765232e-03;-1.160000e-10;-1.000000e-12;9.623328;6.018695;0.212000;-0.106000;0.106000;0;Abondant
104692252;251088.000;5187517.000;14.408;206;20;Commun;1.737988;8.251809e-03;0.666443;0.999996;0.625744;0.374252;2.373321e-06;3.858431e-06;2.813498e-03;-1.160000e-10;-1.000000e-12;9.621328;6.020529;0.212000;-0.106000;0.106000;0;Abondant
104692532;250856.000;5187518.000;0.788;253;1;Inexistant;1.734599;6.966829e-03;0.666455;0.999998;0.625881;0.374116;1.428210e-06;2.322107e-06;8.910755e-04;1.862000e-09;-3.000000e-12;9.601776;6.009595;0.108000;-0.049999;0.058001;0;Rare
104692533;250857.000;5187518.000;0.774;253;1;Inexistant;1.734711;5.609886e-03;0.666454;0.999999;0.625926;0.374073;7.456600e-07;1.212390e-06;9.640919e-04;1.862000e-09;-3.000000e-12;9.602142;6.010245;0.112000;-0.054001;0.057999;0;Rare
104692534;250858.000;5187518.000;0.760;253;1;Inexistant;1.734782;3.140430e-05;0.666446;1.000000;0.625941;0.374059;0.000000e+00;0.000000e+00;1.008463e-03;-1.862000e-09;3.000000e-12;9.602465;6.010577;0.115999;-0.058001;0.057999;0;Rare
104692535;250859.000;5187518.000;0.754;253;1;Inexistant;1.734506;1.070411e-02;0.666456;0.999992;0.625625;0.374367;5.180612e-06;8.421820e-06;7.873661e-04;-1.862000e-09;3.000000e-12;9.602699;6.007770;0.104000;-0.058001;0.046000;0;Rare
104692536;250860.000;5187518.000;0.748;253;1;Inexistant;1.734206;3.325066e-05;0.666350;1.000000;0.625402;0.374598;0.000000e+00;0.000000e+00;5.775027e-04;1.862000e-09;-2.000000e-12;9.602461;6.005396;0.092001;-0.046000;0.046001;0;Rare
104692609;250933.000;5187518.000;7.688;278;0;Inexistant;1.734845;1.293197e-02;0.666444;0.999985;0.625304;0.374681;9.136461e-06;1.484980e-05;9.207582e-04;1.862000e-09;4.000000e-12;9.606399;6.007060;0.122000;-0.054000;0.068000;0;Inexistant
104692610;250934.000;5187518.000;7.664;278;0;Inexistant;1.735373;1.613008e-02;0.666543;0.999971;0.625335;0.374637;1.772937e-05;2.881718e-05;1.224740e-03;-1.862000e-09;-6.000000e-12;9.608977;6.009104;0.142000;-0.060000;0.082000;0;Inexistant
104692611;250935.000;5187518.000;7.640;278;0;Inexistant;1.735944;1.891422e-02;0.666735;0.999954;0.625786;0.374167;2.858138e-05;4.646987e-05;1.628728e-03;1.862000e-09;7.000000e-12;9.609262;6.013790;0.150000;-0.068000;0.082000;0;Inexistant
104692612;250936.000;5187518.000;7.680;278;0;Inexistant;1.736453;2.411742e-02;0.667187;0.999904;0.626664;0.373239;5.923655e-05;9.636940e-05;2.060900e-03;-1.862000e-09;-8.000000e-12;9.606300;6.020853;0.164000;-0.082000;0.082000;0;Inexistant
104693045;250857.000;5187519.000;0.768;253;1;Inexistant;1.734319;1.219002e-02;0.666521;0.999988;0.625833;0.374154;7.650882e-06;1.243925e-05;7.164737e-04;-1.863000e-09;1.000000e-12;9.600391;6.008362;0.092001;-0.046000;0.046001;0;Rare
104693046;250858.000;5187519.000;0.754;253;1;Inexistant;1.734438;1.106002e-02;0.666524;0.999991;0.625974;0.374017;5.714026e-06;9.290963e-06;8.123911e-04;1.863000e-09;-1.000000e-12;9.600257;6.009600;0.092001;-0.046001;0.046000;0;Rare
104693047;250859.000;5187519.000;0.740;253;1;Inexistant;1.734561;1.187786e-02;0.666567;0.999988;0.626125;0.373863;7.077276e-06;1.150870e-05;9.096838e-04;-1.863000e-09;0.000000e+00;9.600013;6.010923;0.092001;-0.046000;0.046001;0;Rare
104745698;251316.000;5187621.000;17.248;207;1;Inexistant;1.737106;2.545568e-02;0.667572;0.999887;0.628309;0.371577;6.961405e-05;1.133690e-04;2.728211e-03;-1.160000e-10;0.000000e+00;9.600008;6.032862;0.176000;-0.104000;0.072000;0;Rare
104745699;251317.000;5187621.000;17.252;207;1;Inexistant;1.736206;2.051194e-02;0.667123;0.999941;0.627542;0.372399;3.643043e-05;5.929638e-05;2.094457e-03;1.160000e-10;-0.000000e+00;9.600188;6.025092;0.148000;-0.076000;0.072000;0;Rare
104745700;251318.000;5187621.000;17.256;207;1;Inexistant;1.735777;1.042553e-02;0.666733;0.999992;0.627221;0.372771;4.783764e-06;7.784316e-06;1.811657e-03;-1.160000e-10;0.000000e+00;9.600319;6.021598;0.134001;-0.062000;0.072001;0;Rare
104746122;251239.000;5187622.000;15.748;325;1;Inexistant;1.822611;1.655401e-01;0.755151;0.966662;0.622521;0.344141;1.973602e-02;3.333801e-02;3.657723e-02;-1.854000e-09;4.000000e-11;9.710831;6.368932;0.765000;-0.164000;0.601000;2;Rare
104746123;251240.000;5187622.000;15.770;325;1;Inexistant;1.669792;1.194847e-01;0.717776;0.987661;0.712764;0.274898;7.101618e-03;1.233864e-02;3.893907e-02;5.700000e-11;-9.000000e-12;8.649574;6.271827;0.690000;-0.522000;0.168000;2;Rare
104746124;251241.000;5187622.000;15.812;325;1;Inexistant;1.529703;1.015882e-01;0.699354;0.992606;0.666631;0.325975;4.397495e-03;7.394030e-03;1.930093e-02;-3.684000e-09;2.030000e-10;8.187924;5.518864;0.687000;-0.481000;0.206000;2;Rare
104746125;251242.000;5187622.000;15.854;325;1;Inexistant;1.736594;4.033566e-02;0.649002;0.999556;0.534589;0.464967;2.891835e-04;4.440348e-04;9.899235e-03;-1.200000e-09;-1.418000e-09;10.178818;5.446008;0.335000;-0.136000;0.199000;2;Rare
104746198;251315.000;5187622.000;17.218;207;1;Inexistant;1.738422;5.134705e-03;0.666538;0.999999;0.626415;0.373584;5.716730e-07;9.297780e-07;3.186490e-03;-1.160000e-10;1.000000e-12;9.619800;6.025993;0.224000;-0.112000;0.112000;0;Rare
104746199;251316.000;5187622.000;17.222;207;1;Inexistant;1.738257;5.651413e-03;0.666558;0.999999;0.626513;0.373485;7.621780e-07;1.239695e-06;3.109558e-03;-1.160000e-10;1.000000e-12;9.618298;6.026004;0.219999;-0.112000;0.108000;0;Rare
104746200;251317.000;5187622.000;17.226;207;1;Inexistant;1.738119;1.974510e-05;0.666562;1.000000;0.626596;0.373404;0.000000e+00;0.000000e+00;3.046025e-03;-1.160000e-10;1.000000e-12;9.617058;6.026013;0.216000;-0.108000;0.108000;0;Rare
104746201;251318.000;5187622.000;17.230;207;1;Inexistant;1.738098;8.251196e-03;0.666564;0.999996;0.626431;0.373566;2.372194e-06;3.858227e-06;3.001861e-03;1.160000e-10;-1.000000e-12;9.617874;6.024967;0.216001;-0.108000;0.108001;0;Rare
104746202;251319.000;5187622.000;17.228;207;1;Inexistant;1.738082;1.103635e-02;0.666545;0.999991;0.626095;0.373896;5.677166e-06;9.231715e-06;2.929182e-03;1.160000e-10;-1.000000e-12;9.619710;6.022939;0.216001;-0.108001;0.108000;0;Rare
104746470;251087.000;5187623.000;10.748;270;5;Rare;1.733946;1.167519e-02;0.666461;0.999989;0.625551;0.374438;6.722555e-06;1.092800e-05;4.499945e-04;1.160000e-10;0.000000e+00;9.600005;6.005400;0.068000;-0.032000;0.036000;0;Commun
104746471;251088.000;5187623.000;10.800;270;5;Rare;1.733873;2.093824e-05;0.666364;1.000000;0.625480;0.374520;0.000000e+00;0.000000e+00;3.997616e-04;1.160000e-10;0.000000e+00;9.600154;6.004704;0.064000;-0.032001;0.032000;0;Commun
104746472;251089.000;5187623.000;10.852;270;5;Rare;1.733902;1.656730e-02;0.666579;0.999969;0.625451;0.374518;1.920973e-05;3.122569e-05;3.979323e-04;1.160000e-10;0.000000e+00;9.600118;6.004704;0.072001;-0.044001;0.028000;0;Commun
104746622;251239.000;5187623.000;15.718;325;1;Inexistant;1.841192;7.299460e-02;0.703340;0.996955;0.943466;0.053489;1.561773e-03;3.044763e-03;2.372755e-02;2.978000e-09;2.120000e-09;8.499747;8.045103;0.667000;-0.473000;0.194000;1;Rare
104746623;251240.000;5187623.000;15.740;325;1;Inexistant;2.297594;4.479744e-02;0.688887;0.999348;0.784435;0.214913;3.651553e-04;6.520721e-04;8.891406e-03;0.000000e+00;-0.000000e+00;11.579712;9.091079;0.394000;-0.222000;0.172000;1;Rare
104746624;251241.000;5187623.000;15.782;325;1;Inexistant;1.843338;1.717779e-02;0.661652;0.999965;0.599211;0.400754;2.163445e-05;3.459955e-05;6.562589e-03;-1.848000e-09;1.040000e-10;10.373438;6.216241;0.356000;-0.191999;0.164001;2;Rare
104746625;251242.000;5187623.000;15.824;325;1;Inexistant;1.660633;2.134859e-02;0.656663;0.999934;0.574670;0.425264;4.198474e-05;6.611765e-05;6.837835e-03;1.430000e-10;3.699000e-09;9.490526;5.454545;0.244000;-0.124001;0.120000;1;Rare
104746626;251243.000;5187623.000;15.866;325;1;Inexistant;1.576621;3.413085e-02;0.665128;0.999728;0.610194;0.389534;1.689779e-04;2.721792e-04;5.345642e-03;-4.510000e-10;-3.680000e-09;8.809366;5.377823;0.222000;-0.116000;0.106000;1;Rare
104746698;251315.000;5187623.000;17.192;207;1;Inexistant;1.734364;2.156857e-05;0.666432;1.000000;0.625862;0.374138;0.000000e+00;0.000000e+00;7.531463e-04;-1.160000e-10;0.000000e+00;9.600616;6.008663;0.092000;-0.046000;0.046000;0;Rare
104746699;251316.000;5187623.000;17.196;207;1;Inexistant;1.734358;3.242700e-03;0.666435;1.000000;0.625866;0.374134;1.440150e-07;2.341500e-07;7.502246e-04;-1.160000e-10;0.000000e+00;9.600559;6.008663;0.092000;-0.046000;0.046000;0;Rare
104746700;251317.000;5187623.000;17.200;207;1;Inexistant;1.734321;5.131193e-03;0.666440;0.999999;0.625862;0.374138;5.706160e-07;9.277440e-07;7.278716e-04;-1.160000e-10;0.000000e+00;9.600370;6.008512;0.088000;-0.046000;0.042000;0;Rare
104746701;251318.000;5187623.000;17.198;207;1;Inexistant;1.734271;4.389533e-03;0.666433;0.999999;0.625841;0.374159;3.572300e-07;5.807990e-07;6.952559e-04;-1.160000e-10;0.000000e+00;9.600221;6.008214;0.084000;-0.044000;0.040000;0;Rare
104746702;251319.000;5187623.000;17.196;207;1;Inexistant;1.734233;3.281973e-03;0.666425;1.000000;0.625813;0.374186;1.493140e-07;2.427570e-07;6.684194e-04;-1.160000e-10;0.000000e+00;9.600174;6.007920;0.082001;-0.042000;0.040001;0;Rare
104746703;251320.000;5187623.000;17.194;207;1;Inexistant;1.734214;2.157729e-05;0.666421;1.000000;0.625800;0.374200;0.000000e+00;0.000000e+00;6.553587e-04;1.160000e-10;-0.000000e+00;9.600154;6.007776;0.080000;-0.040000;0.040000;0;Rare
104746818;250935.000;5187624.000;1.516;382;1;Inexistant;1.733614;1.283999e-02;0.666388;0.999985;0.625002;0.374984;8.943871e-06;1.453406e-05;1.559709e-04;-1.160000e-10;-0.000000e+00;9.601374;6.001014;0.052000;-0.036000;0.016000;0;Rare
104746819;250936.000;5187624.000;1.612;382;1;Inexistant;1.733469;1.293498e-02;0.666392;0.999985;0.625010;0.374975;9.143828e-06;1.485908e-05;7.360695e-05;-1.863000e-09;-0.000000e+00;9.600516;6.000561;0.042001;-0.026000;0.016001;0;Rare
104746893;251010.000;5187624.000;5.106;192;16;Commun;1.733879;2.154730e-02;0.666791;0.999931;0.625341;0.374590;4.226456e-05;6.870014e-05;3.480201e-04;-1.160000e-10;-0.000000e+00;9.600195;6.004056;0.072001;-0.024000;0.048000;0;Abondant
104746894;251011.000;5187624.000;5.178;192;16;Commun;1.734018;2.251353e-02;0.666874;0.999922;0.625484;0.374438;4.820692e-05;7.836713e-05;4.500916e-04;1.160000e-10;0.000000e+00;9.600005;6.005401;0.084001;-0.052000;0.032001;0;Abondant
104746895;251012.000;5187624.000;5.260;192;16;Commun;1.734284;2.226832e-02;0.666853;0.999924;0.625454;0.374470;4.664929e-05;7.583333e-05;5.993813e-04;1.160000e-10;0.000000e+00;9.601688;6.006142;0.104000;-0.052000;0.052000;0;Abondant
104746896;251013.000;5187624.000;5.342;192;16;Commun;1.734443;2.002833e-05;0.666348;1.000000;0.625389;0.374611;0.000000e+00;0.000000e+00;7.112430e-04;-1.160000e-10;-0.000000e+00;9.603847;6.006137;0.104000;-0.052000;0.052000;0;Abondant
104746897;251014.000;5187624.000;5.424;192;16;Commun;1.734497;2.336961e-02;0.666971;0.999912;0.625726;0.374186;5.391353e-05;8.765807e-05;7.669449e-04;-1.160000e-10;-0.000000e+00;9.601121;6.008511;0.104000;-0.052000;0.052000;0;Abondant
104746969;251086.000;5187624.000;10.674;270;5;Rare;1.733568;2.056008e-02;0.666689;0.999940;0.625069;0.374872;3.672082e-05;5.967823e-05;1.223459e-04;1.863000e-09;0.000000e+00;9.600189;6.001350;0.049000;-0.030000;0.019000;0;Commun
104746970;251087.000;5187624.000;10.726;270;5;Rare;1.733688;2.520257e-02;0.666990;0.999890;0.625111;0.374779;6.763705e-05;1.099326e-04;1.777636e-04;1.863000e-09;-0.000000e+00;9.600008;6.002129;0.068000;-0.029000;0.039000;0;Commun
104746971;251088.000;5187624.000;10.778;270;5;Rare;1.733551;2.699217e-02;0.667095;0.999865;0.624910;0.374955;8.310076e-05;1.350537e-04;5.091970e-05;1.863000e-09;-0.000000e+00;9.600142;6.000523;0.051000;-0.026000;0.025000;0;Commun
104746972;251089.000;5187624.000;10.830;270;5;Rare;1.733724;2.083671e-02;0.666732;0.999938;0.625232;0.374706;3.822083e-05;6.212247e-05;2.412278e-04;1.863000e-09;-0.000000e+00;9.600056;6.002861;0.063000;-0.047000;0.016000;0;Commun
104746973;251090.000;5187624.000;10.882;270;5;Rare;1.733386;1.667993e-02;0.666499;0.999968;0.624978;0.374990;1.960763e-05;3.186321e-05;1.242824e-05;-1.863000e-09;0.000000e+00;9.600044;6.000122;0.023000;-0.019000;0.004000;0;Commun
104747121;251238.000;5187624.000;15.666;325;1;Inexistant;1.738022;2.160764e-02;0.667314;0.999931;0.628290;0.371641;4.257471e-05;6.932987e-05;3.268857e-03;1.160000e-10;-1.000000e-12;9.605702;6.035830;0.208000;-0.106000;0.102000;0;Rare
104747122;251239.000;5187624.000;15.688;325;1;Inexistant;1.738796;2.460130e-02;0.667517;0.999898;0.628351;0.371547;6.283565e-05;1.023313e-04;3.709332e-03;1.160000e-10;-1.000000e-12;9.609227;6.038949;0.224000;-0.122000;0.102000;0;Rare
104747123;251240.000;5187624.000;15.710;325;1;Inexistant;1.739482;2.381729e-02;0.667489;0.999907;0.628501;0.371406;5.701407e-05;9.285807e-05;4.133534e-03;1.160000e-10;-1.000000e-12;9.612243;6.042199;0.244000;-0.142000;0.102000;0;Rare
104747124;251241.000;5187624.000;15.752;325;1;Inexistant;1.739887;2.381191e-02;0.667446;0.999907;0.628255;0.371652;5.698052e-05;9.278942e-05;4.321153e-03;-1.160000e-10;1.000000e-12;9.615934;6.042156;0.243999;-0.142000;0.101999;0;Rare
104747125;251242.000;5187624.000;15.794;325;1;Inexistant;1.739252;2.543505e-02;0.667558;0.999887;0.628237;0.371650;6.944672e-05;1.130914e-04;3.945668e-03;-1.160000e-10;1.000000e-12;9.612293;6.039887;0.230000;-0.142000;0.087999;0;Rare
104747126;251243.000;5187624.000;15.836;325;1;Inexistant;1.738126;2.730494e-02;0.667629;0.999860;0.627787;0.372073;8.593283e-05;1.399044e-04;3.207313e-03;-1.160000e-10;1.000000e-12;9.608410;6.033380;0.210000;-0.142000;0.068000;0;Rare
104747198;251315.000;5187624.000;17.166;207;1;Inexistant;1.734058;1.188066e-02;0.666483;0.999988;0.625655;0.374334;7.083493e-06;1.151548e-05;5.338338e-04;1.160000e-10;-0.000000e+00;9.600013;6.006403;0.076000;-0.038000;0.038000;0;Rare
104747199;251316.000;5187624.000;17.170;207;1;Inexistant;1.733938;8.171703e-03;0.666409;0.999996;0.625559;0.374438;2.305029e-06;3.746976e-06;4.498330e-04;-1.160000e-10;0.000000e+00;9.600002;6.005400;0.060000;-0.034000;0.026000;0;Rare
104747200;251317.000;5187624.000;17.168;207;1;Inexistant;1.733938;8.171703e-03;0.666409;0.999996;0.625559;0.374438;2.305029e-06;3.746976e-06;4.498330e-04;-1.160000e-10;0.000000e+00;9.600002;6.005400;0.060000;-0.034000;0.026000;0;Rare
104747201;251318.000;5187624.000;17.166;207;1;Inexistant;1.733938;8.171703e-03;0.666409;0.999996;0.625559;0.374438;2.305029e-06;3.746976e-06;4.498330e-04;1.160000e-10;-0.000000e+00;9.600002;6.005400;0.060000;-0.034000;0.026000;0;Rare
104747202;251319.000;5187624.000;17.164;207;1;Inexistant;1.733769;1.916090e-02;0.666662;0.999952;0.625312;0.374640;2.971958e-05;4.830645e-05;2.879242e-04;1.160000e-10;0.000000e+00;9.600000;6.003456;0.060000;-0.034000;0.026000;0;Rare
104747203;251320.000;5187624.000;17.162;207;1;Inexistant;1.733621;1.989585e-02;0.666667;0.999946;0.625140;0.374806;3.327455e-05;5.407941e-05;1.687106e-04;1.160000e-10;-0.000000e+00;9.600129;6.001944;0.060000;-0.034000;0.026000;0;Rare
104747318;250934.000;5187625.000;1.422;382;1;Inexistant;1.733986;1.152155e-02;0.666373;0.999990;0.625076;0.374914;6.461760e-06;1.050098e-05;3.856128e-04;-1.862000e-09;-2.000000e-12;9.603041;6.002728;0.075999;-0.030000;0.046000;0;Rare
104747319;250935.000;5187625.000;1.480;382;1;Inexistant;1.734066;1.000032e-02;0.666369;0.999993;0.625203;0.374791;4.225119e-06;6.866732e-06;4.566915e-04;-1.862000e-09;-2.000000e-12;9.602777;6.003747;0.085999;-0.040000;0.046000;0;Rare
104747320;250936.000;5187625.000;1.544;382;1;Inexistant;1.734069;7.423333e-03;0.666348;0.999997;0.625254;0.374743;1.728160e-06;2.808709e-06;4.697008e-04;-1.862000e-09;-2.000000e-12;9.602538;6.004053;0.085999;-0.040000;0.046000;0;Rare
104747321;250937.000;5187625.000;1.608;382;1;Inexistant;1.734069;7.423333e-03;0.666348;0.999997;0.625254;0.374743;1.728160e-06;2.808709e-06;4.697008e-04;-1.862000e-09;-2.000000e-12;9.602538;6.004053;0.085999;-0.040000;0.046000;0;Rare
104747322;250938.000;5187625.000;1.672;382;1;Inexistant;1.734127;1.248132e-02;0.666394;0.999987;0.625083;0.374904;8.214851e-06;1.335003e-05;4.669408e-04;1.862000e-09;2.000000e-12;9.603748;6.003263;0.085999;-0.040000;0.046000;0;Rare
104747394;251010.000;5187625.000;5.110;192;16;Commun;1.734169;1.239142e-02;0.666494;0.999987;0.625656;0.374331;8.036914e-06;1.306547e-05;5.972240e-04;1.160000e-10;0.000000e+00;9.600596;6.006800;0.084001;-0.044001;0.040000;0;Abondant
104747395;251011.000;5187625.000;5.192;192;16;Commun;1.734170;2.311054e-05;0.666376;1.000000;0.625549;0.374450;0.000000e+00;0.000000e+00;5.834862e-04;1.160000e-10;0.000000e+00;9.601385;6.006142;0.087999;-0.044000;0.044000;0;Abondant
104747396;251012.000;5187625.000;5.274;192;16;Commun;1.734170;2.328840e-05;0.666376;1.000000;0.625549;0.374450;0.000000e+00;0.000000e+00;5.834845e-04;-1.160000e-10;-0.000000e+00;9.601385;6.006142;0.087999;-0.044000;0.044000;0;Abondant
104747397;251013.000;5187625.000;5.356;192;16;Commun;1.734144;6.744569e-03;0.666397;0.999998;0.625564;0.374434;1.295985e-06;2.106711e-06;5.706439e-04;-1.160000e-10;-0.000000e+00;9.601137;6.006142;0.087999;-0.044000;0.044000;0;Abondant
104747398;251014.000;5187625.000;5.438;192;16;Commun;1.734116;8.294516e-03;0.666422;0.999996;0.625624;0.374372;2.410469e-06;3.918535e-06;5.644230e-04;-1.160000e-10;-0.000000e+00;9.600603;6.006402;0.082001;-0.038000;0.044001;0;Abondant
104747470;251086.000;5187625.000;10.652;270;5;Rare;1.733435;1.792594e-02;0.666541;0.999960;0.624939;0.375021;2.433869e-05;3.955081e-05;3.049979e-05;-1.160000e-10;0.000000e+00;9.600456;6.000081;0.026000;-0.022000;0.004000;0;Commun
