,id,X,Y,Z,id_moules,Nbrs_Moules,H1,H2,H3,H4,H5,H6,H7,H8,H9,H10,H11,H12,H13,H14,H15,H16,GMM_Class
250,94403,137573.8,5126205.801,7.83,633,3,9.917444,0.0643808,0.67991763,0.9981445,0.65773547,0.34040907,0.0011167788,0.0018554683,0.0028257624,-7.93e-10,-1.688e-09,53.722466,35.43485,0.5970001,-0.57299995,0.024000168,1
167,709868,138045.6,5126526.284,9.7,431,7,13.567337,0.043677278,0.68201435,0.99941176,0.7134721,0.28593963,0.0003430694,0.0005882435,0.0011538134,-2.208e-09,-2.996e-09,71.21344,50.850697,0.42700005,-0.20199966,0.22500038,1
130,2279028,136676.0,5127230.0,13.64,339,0,1.7340004,0.03428124,0.66786957,0.99972326,0.6250428,0.37468043,0.0001702523,0.0002767615,0.0002735687,1.863e-09,-0.0,9.600172,6.0031753,0.09300041,-0.07400036,0.019000053,0
131,2279029,136677.0,5127230.0,13.62,339,0,1.7334704,0.015881842,0.6664827,0.9999725,0.62504363,0.37492886,1.6925153e-05,2.7505042e-05,7.5332e-05,1.863e-09,0.0,9.600177,6.0007935,0.032999992,-0.023000717,0.009999275,0
132,2279540,136676.0,5127231.0,13.66,339,0,1.7339066,0.035369907,0.66792065,0.999696,0.62455153,0.3751445,0.00018703121,0.00030395552,0.00011701216,1.862e-09,0.0,9.602233,6.000008,0.08300018,-0.059999466,0.023000717,0
133,2279541,136677.0,5127231.0,13.64,339,0,1.7341276,0.02999453,0.6674311,0.9998146,0.6252614,0.37455323,0.00011401984,0.0001853543,0.00042652214,-1.16e-10,-0.0,9.600664,6.0047045,0.08599949,-0.07499981,0.01099968,0
51,2495977,137216.0,5127215.0,12.19,242,10,1.736094,0.044138785,0.6693598,0.9994089,0.62486523,0.37454364,0.00036352183,0.00059110374,0.0013122205,1.862e-09,-6e-12,9.609096,6.0100703,0.1600008,-0.06300068,0.09700012,0
52,2496489,137216.0,5127216.0,11.98,242,10,1.7350584,0.040946074,0.6686395,0.99952835,0.6239674,0.37556094,0.00029027235,0.0004716667,0.0006008704,-1.16e-10,0.0,9.610083,6.0009108,0.13599968,-0.0880003,0.047999382,0
123,3929673,141562.0,5128210.0,10.62,322,0,1.7407298,0.050327413,0.6712785,0.99912244,0.62848777,0.37063468,0.0005382891,0.00087754196,0.0045128805,1.862e-09,1.4e-11,9.60996,6.0481753,0.25199986,-0.13000011,0.12199974,0
125,3929674,141563.0,5128210.0,10.586,322,0,1.7385752,0.04858574,0.6706292,0.9992109,0.6269887,0.3722222,0.00048454225,0.0007891095,0.0030432958,1.862e-09,1e-11,9.607943,6.031653,0.22099972,-0.15199947,0.069000244,0
124,3930005,141562.0,5128211.0,10.89,322,0,1.7419596,0.039999656,0.66829145,0.9995604,0.62287533,0.37668514,0.00027070855,0.0004395642,0.00437397,1.16e-10,1e-12,9.655177,6.018215,0.29300022,-0.14100075,0.15199947,0
126,3930006,141563.0,5128211.0,10.72,322,0,1.7423711,0.05888581,0.6726726,0.99859446,0.62365365,0.3749408,0.0008641718,0.0014055449,0.0043454333,1.859e-09,2.2e-11,9.641365,6.0264235,0.2880001,-0.15200043,0.13599968,0
5,4426837,141340.0,5128550.0,13.586,174,0,1.7364293,0.05545836,0.67200536,0.99882597,0.62533957,0.37348637,0.00072129467,0.0011740424,0.0013430172,-1.863e-09,-3e-12,9.601267,6.015325,0.18299961,-0.10999966,0.072999954,0
6,4426838,141341.0,5128550.0,13.586,174,0,1.7361163,0.029336601,0.6673889,0.99982655,0.6253852,0.37444136,0.00010667417,0.00017342363,0.0015996567,-1.16e-10,-0.0,9.611083,6.012296,0.15500069,-0.07999992,0.07500076,0
134,4598289,141272.0,5128885.0,11.88,348,0,1.7348429,0.042026438,0.66886735,0.9994899,0.62422365,0.37526628,0.00031384113,0.0005100683,0.000507591,-1.16e-10,0.0,9.606919,6.001766,0.08500004,-0.08500004,0.0,0
135,4598801,141272.0,5128886.0,12.12,348,0,1.7351187,0.05800862,0.6724644,0.99865645,0.62392044,0.37473595,0.0008259993,0.0013435768,0.00025240425,1.863e-09,1e-12,9.600391,6.002779,0.12900066,-0.12900066,0.0,0
163,5427167,141669.0,5129319.0,13.09,419,94,1.7440354,0.09914337,0.69088185,0.9932208,0.62093115,0.37228966,0.0041475925,0.0067791967,0.0025195614,-1.16e-10,-0.0,9.603193,6.0280232,0.34699917,-0.33199978,0.01499939,3
164,5427353,141669.0,5129320.0,13.11,419,94,1.7347596,0.024824234,0.66708237,0.9998949,0.62579,0.37410495,6.4620035e-05,0.000105072184,0.00092245685,-1.16e-10,-0.0,9.60199,6.0098376,0.10099983,-0.07800007,0.022999763,0
140,13179818,148204.0,5134598.0,13.08,375,5,1.7355887,0.04997605,0.6706161,0.99914145,0.6251498,0.3739917,0.00052772753,0.0008585424,0.0009589818,-1.863e-09,-3e-12,9.60146,6.0105944,0.14600086,-0.034000397,0.112000465,0
141,13179819,148205.0,5134598.0,13.01,375,5,1.7365607,0.044956207,0.6697245,0.9993752,0.6260585,0.37331668,0.0003839374,0.0006247845,0.0017858151,1.862e-09,6e-12,9.604233,6.0188127,0.13599968,-0.09499931,0.041000366,0
153,15869356,150314.0,5135767.0,2.99,402,1,1.7364737,0.052662868,0.67137074,0.99899495,0.6258225,0.37317246,0.00061742606,0.0010050663,0.0015296235,-1.16e-10,-0.0,9.600657,6.0179563,0.15100002,-0.032999992,0.11800003,0
154,15869357,150315.0,5135767.0,2.99,402,1,1.7369508,0.053055443,0.6715052,0.9989722,0.6260342,0.372938,0.0006313004,0.0010278138,0.0018333467,1.16e-10,0.0,9.601778,6.0209103,0.15100002,-0.032999992,0.11800003,0
155,15869786,150314.0,5135768.0,2.854,402,1,1.7496713,0.08307977,0.6835348,0.9960235,0.63167715,0.36434633,0.002425253,0.0039765183,0.008885976,1.862e-09,1.4e-11,9.604021,6.104831,0.32500005,-0.07200003,0.25300002,3
156,15869787,150315.0,5135768.0,2.854,402,1,1.7504278,0.09111264,0.6847629,0.9947641,0.6137559,0.38100818,0.0032236276,0.0052359053,0.0054743537,-1.16e-10,-1e-12,9.699287,6.0037794,0.32500005,-0.32500005,0.0,3
220,17253669,150969.0,5137308.0,9.28,561,0,1.735393,0.028129356,0.6673992,0.9998471,0.62607384,0.37377325,9.40138e-05,0.00015290212,0.0013188161,1.16e-10,-0.0,9.603254,6.013815,0.14599991,-0.06799984,0.07800007,0
221,17253670,150970.0,5137308.0,9.26,561,0,1.7357218,0.033792537,0.667887,0.9997349,0.6254787,0.37425622,0.00016304656,0.00026511514,0.0013506124,1.16e-10,-0.0,9.607264,6.0116854,0.17000008,-0.11000061,0.059999466,0
95,19627605,153786.0,5139128.0,8.516,289,5,1.7714694,0.08005995,0.68296564,0.9964396,0.63709766,0.35934195,0.0021654032,0.003560396,0.022243405,1.16e-10,6e-12,9.696536,6.212164,0.62099934,-0.41799927,0.20300007,3
96,19627606,153787.0,5139128.0,8.56,289,5,1.7778618,0.07989142,0.6836001,0.99645793,0.64156854,0.35488942,0.0021484469,0.0035420426,0.026530873,-1.16e-10,-7e-12,9.705354,6.261026,0.62099934,-0.21000004,0.4109993,3
208,20765459,154259.0,5139561.0,12.78,522,7,1.7337631,0.025942972,0.66704106,0.9998801,0.62508285,0.37479722,7.3776406e-05,0.000119910466,0.00021154864,-1.16e-10,-0.0,9.600473,6.002243,0.072999954,-0.020000458,0.052999496,0
209,20765971,154259.0,5139562.0,12.766,522,7,1.7340913,0.0333782,0.66778183,0.99974453,0.62516457,0.37457997,0.00015713925,0.00025545742,0.00035761134,-1.16e-10,-0.0,9.600207,6.0041623,0.0899992,-0.038999557,0.05099964,0
144,21503644,153190.0,5139921.0,7.664,380,1,1.7742287,0.15337537,0.73774916,0.9739813,0.6056509,0.3683304,0.015695771,0.026018698,0.009018554,-1.16e-10,-2e-12,9.632727,6.0847006,0.68200016,-0.6529999,0.029000282,3
145,21503645,153191.0,5139921.0,7.69,380,1,1.7766601,0.14524804,0.7285634,0.9780836,0.6062016,0.37188202,0.01328237,0.021916367,0.012181694,-1.853e-09,5.8e-11,9.690672,6.086885,0.691,-0.6609993,0.030000687,3
146,21504156,153190.0,5139922.0,7.574,380,1,1.7374451,0.045220803,0.66977996,0.9993641,0.6260837,0.3732804,0.0003907567,0.00063590007,0.0022941653,-1.862e-09,-9e-12,9.608845,6.022051,0.18400002,-0.0909996,0.09300041,0
147,21504157,153191.0,5139922.0,7.625,380,1,1.7372628,0.065456726,0.67448646,0.99806815,0.6219976,0.37607053,0.001188213,0.0019318695,0.0008787128,-1.16e-10,-0.0,9.616666,6.000121,0.23600006,-0.15300083,0.08299923,0
57,25526072,159007.0,5141781.0,8.75,250,2,1.7506042,0.07130843,0.67753905,0.9974962,0.6270979,0.37039828,0.0015340981,0.0025038098,0.009209649,1.857e-09,-4.2e-11,9.653443,6.0778246,0.42800045,-0.22700024,0.20100021,0
58,25526073,159008.0,5141781.0,8.69,250,2,1.7441697,0.0558224,0.6725694,0.9988018,0.62802124,0.37078062,0.0007348878,0.001198174,0.0062594037,1.86e-09,-2.6e-11,9.627918,6.058073,0.32800007,-0.18400002,0.14400005,0
129,26510634,160787.0,5142183.0,6.6,328,2,1.7342672,0.01724644,0.6666176,0.9999648,0.6255228,0.37444198,2.166978e-05,3.522625e-05,0.0006197266,-1.16e-10,-0.0,9.601667,6.0064,0.09599972,-0.062999725,0.032999992,0
226,27327715,160571.0,5142856.0,11.9,569,6,1.7335414,0.02841518,0.66720986,0.9998424,0.62485975,0.37498268,9.6952586e-05,0.00015756491,2.6264393e-05,-1.16e-10,-0.0,9.600119,6.000241,0.047999382,0.0,0.047999382,0
227,27327716,160572.0,5142856.0,11.93,569,6,1.7339885,0.032573707,0.66758835,0.9997626,0.6246005,0.3751621,0.00014607678,0.00023738577,0.00020193854,1.16e-10,0.0,9.603184,6.0004334,0.087999344,-0.028999329,0.059000015,0
17,28292422,160969.0,5143402.0,9.52,187,1,1.7362133,0.046193685,0.6699835,0.9993221,0.6261514,0.3731707,0.00041652817,0.0006779026,0.0015802142,1.863e-09,3e-12,9.601137,6.0182743,0.17000008,-0.10599995,0.06400013,0
18,28292931,160969.0,5143403.0,9.61,187,1,1.7696184,0.059940785,0.67484623,0.9985132,0.63450557,0.36400768,0.0009079605,0.0014867664,0.021594448,1.849e-09,1e-10,9.726272,6.185834,0.60700035,-0.35999966,0.2470007,3
206,28403756,161205.0,5143619.0,11.37,518,0,1.734318,0.03536712,0.66795546,0.9996961,0.6247497,0.3749464,0.00018697332,0.0003038985,0.00039093377,-1.16e-10,-0.0,9.603341,6.002603,0.09500027,-0.05700016,0.038000107,0
207,28404268,161205.0,5143620.0,11.375,518,0,1.7349645,0.02663334,0.6672309,0.99987024,0.62584335,0.3740269,7.980265e-05,0.00012976732,0.0010396936,1.862e-09,3e-12,9.602517,6.010917,0.11400032,-0.04900074,0.06499958,0
251,30614777,162638.0,5145698.0,8.36,638,0,1.7893507,0.14436308,0.7302464,0.97840524,0.6238592,0.354546,0.012953874,0.021594739,0.022844065,1.16e-10,-5e-12,9.660279,6.235266,0.72000027,-0.5010004,0.21899986,3
252,30614968,162638.0,5145699.0,8.16,638,0,1.8390951,0.10116497,0.6996533,0.9926897,0.6709464,0.3217433,0.004336989,0.0073102857,0.062186733,-1.14e-10,-1.6e-11,9.819756,6.660315,0.79699993,-0.19299984,0.6040001,3
77,31267094,164023.0,5145777.0,12.11,272,1,1.7334968,0.018489935,0.66657895,0.9999566,0.6250146,0.374942,2.6708332e-05,4.340375e-05,7.8286954e-05,1.863e-09,-0.0,9.6003065,6.000748,0.04200077,-0.028000832,0.013999939,0
79,31267095,164024.0,5145777.0,12.09,272,1,1.7365844,0.058857188,0.67287636,0.9985961,0.62486374,0.37373233,0.00086252583,0.0014039087,0.001246223,-1.862e-09,4e-12,9.60222,6.01356,0.1960001,-0.17299938,0.023000717,0
78,31267606,164023.0,5145778.0,12.16,272,1,1.7334766,0.020888833,0.6666813,0.9999374,0.62492913,0.3750083,3.851271e-05,6.258524e-05,4.2649852e-05,1.16e-10,-0.0,9.600473,6.000216,0.037000656,-0.018000603,0.019000053,0
80,31267607,164024.0,5145778.0,12.17,272,1,1.7339243,0.030490655,0.6674423,0.99980533,0.62504303,0.3747623,0.00011978239,0.00019469816,0.00026498848,-1.863e-09,1e-12,9.6007185,6.002731,0.07800007,-0.04900074,0.028999329,0
189,32546982,163416.38,5146125.339,4.727,465,2,1.7361283,0.039058484,0.6688019,0.9995904,0.6265869,0.37300348,0.000251694,0.00040960836,0.0017258768,1.16e-10,0.0,9.601263,6.0199585,0.1630001,-0.1079998,0.055000305,0
190,32546983,163416.89,5146124.728999999,4.766,465,2,1.7357464,0.031690046,0.6678833,0.9997813,0.6268243,0.372957,0.00013439592,0.00021869734,0.0016313017,1.16e-10,0.0,9.600003,6.0196147,0.14999962,-0.10199928,0.048000336,0
191,32546984,163417.62,5146125.141,4.55,465,2,1.73515,0.026730955,0.6673358,0.9998688,0.62639195,0.3734768,8.0667174e-05,0.00013121762,0.0012464679,-1.16e-10,-0.0,9.600287,6.0148025,0.13099957,-0.06099987,0.069999695,0
103,38656137,171743.0,5150718.0,5.336,297,3,1.7349223,0.029974291,0.6674561,0.999815,0.6254137,0.3744013,0.00011378276,0.00018498614,0.0009127079,-1.862e-09,4e-12,9.604169,6.0083556,0.12199974,-0.027999878,0.09399986,0
104,38656138,171744.0,5150718.0,5.31,297,3,1.735439,0.043905023,0.66947997,0.99941814,0.6257936,0.3736245,0.00035765168,0.000581884,0.0011097956,-1.863e-09,1e-12,9.600098,6.013266,0.14499998,-0.069000244,0.07599974,0
105,38656624,171743.0,5150719.0,5.37,297,3,1.7420427,0.031124631,0.66766936,0.9997929,0.62595403,0.37383884,0.00012736916,0.00020714916,0.005086878,-1.859e-09,2.5e-11,9.640119,6.036268,0.29300022,-0.14000034,0.15299988,0
106,38656625,171744.0,5150719.0,5.31,297,3,1.741309,0.037887674,0.6685646,0.9996262,0.6262312,0.373395,0.00022975438,0.0003738055,0.004647733,-1.859e-09,2.2e-11,9.632443,6.035737,0.29199982,-0.13600016,0.15599966,0
240,40382929,171633.0,5152722.0,12.12,622,1,1.7341154,0.033310328,0.66776824,0.9997461,0.6251333,0.3746128,0.0001561842,0.00025389946,0.00036636493,-1.16e-10,-0.0,9.600544,6.004057,0.083999634,-0.041999817,0.041999817,0
241,40382930,171634.0,5152722.0,12.06,622,1,1.7341336,0.030256828,0.6673286,0.9998098,0.62453616,0.3752736,0.00011706917,0.00019022764,0.0002939624,-1.862e-09,-1e-12,9.604925,6.00045,0.09399986,-0.015000343,0.07899952,0
242,40383441,171633.0,5152723.0,12.07,622,1,1.7338171,0.02963238,0.66735905,0.9998213,0.62505585,0.37476546,0.000109947214,0.00017870966,0.00021244654,1.16e-10,0.0,9.600238,6.0024004,0.0710001,-0.022000313,0.048999786,0
243,40383442,171634.0,5152723.0,12.03,622,1,1.7336574,0.030952534,0.66745967,0.99979633,0.624872,0.3749243,0.00012531759,0.00020367609,7.560162e-05,-1.16e-10,-0.0,9.600144,6.000817,0.05700016,-0.023000717,0.033999443,0
115,40970209,171801.0,5153386.0,9.26,309,14,1.733689,0.028046047,0.66719157,0.9998485,0.6249435,0.37490502,9.3219634e-05,0.0001515049,0.00012949029,-1.863e-09,1e-12,9.600513,6.0012326,0.055999756,-0.00399971,0.052000046,0
116,40970210,171802.0,5153386.0,9.26,309,14,1.7339485,0.0305976,0.66738653,0.99980325,0.6246674,0.37513587,0.000121064186,0.00019673667,0.00020867147,1.862e-09,-1e-12,9.603047,6.0006,0.07999992,-0.007999897,0.07200003,0
117,40970695,171801.0,5153387.0,9.1,309,14,1.7392173,0.066177174,0.67545,0.99800134,0.6260805,0.37192085,0.0012261032,0.0019986434,0.0027310112,-1.862e-09,6e-12,9.602582,6.0311813,0.25600004,-0.23199987,0.024000168,0
118,40970696,171802.0,5153387.0,9.1,309,14,1.7349664,0.054638598,0.6715747,0.9988777,0.62412214,0.3747556,0.0006900583,0.0011222878,0.00029696507,1.863e-09,-1e-12,9.60097,6.0029526,0.14700031,-0.14700031,0.0,0
