,id,X,Y,Z,id_moules,Nbrs_Moules,H1,H2,H3,H4,H5,H6,H7,H8,H9,H10,H11,H12,H13,H14,H15,H16,GMM_Class
0,72148,136955.17,5126110.696,5.984,194,2,10.419785,0.05051709,0.66887045,0.9991154,0.61476195,0.3843535,0.000547207,0.0008845771,0.0015333444,1.064e-09,1.531e-09,58.011913,35.714832,0.467,-0.26500034,0.20199966,1
1,94242,137574.92,5126203.756,7.81,633,3,11.175523,0.06576228,0.69046056,0.9979662,0.74076515,0.25720102,0.0011656467,0.0020338586,0.0025770841,-1.86e-09,9.9e-11,57.64432,42.818142,0.58200026,-0.5800004,0.001999855,1
2,709739,138046.31,5126524.254,9.89,431,7,16.893618,0.02785054,0.55755115,0.9998452,0.32382795,0.6760172,0.00011690825,0.0001548026,5.9949674e-05,-4.9e-11,3.1e-11,114.82384,37.200943,0.17700005,-0.09000015,0.08699989,4
3,2278516,136676.0,5127229.0,13.57,339,0,1.7342876,0.034308564,0.6679208,0.99972254,0.62531316,0.37440938,0.00017064279,0.00027744265,0.0004887404,-1.863e-09,1e-12,9.600157,6.0057683,0.10299969,-0.07199955,0.031000137,0
4,2495464,137215.0,5127214.0,11.91,242,10,1.7351247,0.05195423,0.67080694,0.9990356,0.6236007,0.37543485,0.0005933005,0.0009644275,0.0003593974,1.16e-10,0.0,9.606791,6.0000668,0.13799953,-0.083999634,0.0539999,0
5,2495465,137216.0,5127214.0,12.17,242,10,1.736766,0.048855558,0.66993296,0.9991985,0.622702,0.3764965,0.0004934444,0.0008015041,0.0012078204,1.16e-10,-0.0,9.623127,6.000054,0.20300007,-0.07199955,0.13100052,0
6,2495466,137217.0,5127214.0,12.13,242,10,1.7358572,0.03787115,0.66862816,0.99962664,0.626606,0.37302065,0.00022942228,0.00037335095,0.0015889722,1.863e-09,-1e-12,9.60008,6.0190516,0.15700054,-0.09800053,0.059000015,0
7,2495976,137215.0,5127215.0,11.79,242,10,1.7366304,0.05575272,0.6718215,0.99880755,0.6238409,0.37496662,0.0007332578,0.0011924428,0.0011741316,1.862e-09,-6e-12,9.611011,6.0072026,0.20100021,-0.112999916,0.0880003,0
8,2495977,137216.0,5127215.0,12.19,242,10,1.736094,0.044138785,0.6693598,0.9994089,0.62486523,0.37454364,0.00036352183,0.00059110374,0.0013122205,1.862e-09,-6e-12,9.609096,6.0100703,0.1600008,-0.06300068,0.09700012,0
9,2495978,137217.0,5127215.0,12.086,242,10,1.7361811,0.046566892,0.6699489,0.9993056,0.6255254,0.3737802,0.00042680974,0.0006943828,0.0014397055,-1.862e-09,5e-12,9.604459,6.0145025,0.17700005,-0.13100052,0.045999527,0
10,3929346,141562.0,5128209.0,10.57,322,0,1.7346215,0.03411558,0.66795874,0.9997272,0.625662,0.37406513,0.0001677572,0.00027280804,0.00074737304,1.863e-09,0.0,9.6,6.0089746,0.10999966,-0.05099964,0.059000015,0
11,4426324,141339.0,5128549.0,13.71,174,0,1.7361219,0.0562415,0.67207855,0.9987756,0.62454706,0.37422857,0.00075253693,0.0012243744,0.0009981372,-1.862e-09,-4e-12,9.603649,6.0096893,0.1590004,0.0,0.1590004,0
12,4597776,141271.0,5128884.0,11.88,348,0,1.734029,0.033120804,0.6676334,0.99975044,0.6244989,0.37525153,0.0001535688,0.00024954902,0.000201293,1.862e-09,0.0,9.603865,6.0,0.055000305,-0.055000305,0.0,0
13,5426974,141668.0,5129318.0,13.086,419,94,1.7335237,0.019185154,0.66658825,0.99995154,0.6248893,0.37506217,2.9837229e-05,4.8485086e-05,6.852241e-05,1.16e-10,0.0,9.601135,6.0001125,0.038999557,-0.016999245,0.022000313,0
14,5426975,141669.0,5129318.0,13.086,419,94,1.7336202,0.0130532235,0.66638535,0.99998474,0.6249566,0.37502813,9.397076e-06,1.5270127e-05,0.00015087616,-1.16e-10,-0.0,9.601665,6.0007706,0.05000019,-0.029000282,0.020999908,0
