        id           X            Y       Z  Nbrs_Moules id_moules
  71023038  198522.000  5171313.000   6.194            2       215
  71023039  198523.000  5171313.000   6.239            2       215
  71023040  198524.000  5171313.000   6.288            2       215
  71023165  198522.000  5171314.000   6.159            2       215
  71023293  198522.000  5171315.000   6.129            2       215
  71023421  198522.000  5171316.000   6.105            2       215
  71023166  198523.000  5171314.000   6.213            2       215
  71023167  198524.000  5171314.000   6.253            2       215
  71023294  198523.000  5171315.000   6.177            2       215
  71023295  198524.000  5171315.000   6.231            2       215
  71023422  198523.000  5171316.000   6.147            2       215
  71023423  198524.000  5171316.000   6.207            2       215
  71022915  198525.000  5171312.000   6.361            2       215
  71022916  198526.000  5171312.000   6.435            2       215
  71022917  198527.000  5171312.000   6.487            2       215
  71022918  198528.000  5171312.000   6.555            2       215
  71023041  198525.000  5171313.000   6.324            2       215
  71023042  198526.000  5171313.000   6.411            2       215
  71023043  198527.000  5171313.000   6.465            2       215
  71023044  198528.000  5171313.000   6.513            2       215
  71023168  198525.000  5171314.000   6.304            2       215
  71023169  198526.000  5171314.000   6.357            2       215
  71023296  198525.000  5171315.000   6.284            2       215
  71023297  198526.000  5171315.000   6.334            2       215
  71023424  198525.000  5171316.000   6.255            2       215
  71023425  198526.000  5171316.000   6.302            2       215
  71023170  198527.000  5171314.000   6.424            2       215
  71023171  198528.000  5171314.000   6.486            2       215
  71023298  198527.000  5171315.000   6.399            2       215
  71023299  198528.000  5171315.000   6.454            2       215
  71023426  198527.000  5171316.000   6.370            2       215
  71023427  198528.000  5171316.000   6.418            2       215
  71023549  198522.000  5171317.000   6.077            2       215
  71023550  198523.000  5171317.000   6.128            2       215
  71023551  198524.000  5171317.000   6.175            2       215
  71023677  198523.000  5171318.000   6.110            2       215
  71023678  198524.000  5171318.000   6.150            2       215
  71023804  198524.000  5171319.000   6.130            2       215
  71023552  198525.000  5171317.000   6.225            2       215
  71023553  198526.000  5171317.000   6.283            2       215
  71023679  198525.000  5171318.000   6.202            2       215
  71023680  198526.000  5171318.000   6.256            2       215
  71023805  198525.000  5171319.000   6.174            2       215
  71023806  198526.000  5171319.000   6.232            2       215
  71023554  198527.000  5171317.000   6.341            2       215
  71023555  198528.000  5171317.000   6.379            2       215
  71023681  198527.000  5171318.000   6.311            2       215
  71023682  198528.000  5171318.000   6.362            2       215
  71023807  198527.000  5171319.000   6.290            2       215
  71023808  198528.000  5171319.000   6.335            2       215
  71023931  198525.000  5171320.000   6.146            2       215
  71023932  198526.000  5171320.000   6.205            2       215
  71023933  198527.000  5171320.000   6.260            2       215
  71023934  198528.000  5171320.000   6.312            2       215
  71022794  198529.000  5171311.000   6.626            2       215
  71022919  198529.000  5171312.000   6.601            2       215
  71022920  198530.000  5171312.000   6.642            2       215
  71023045  198529.000  5171313.000   6.585            2       215
  71023046  198530.000  5171313.000   6.624            2       215
  71023172  198529.000  5171314.000   6.549            2       215
  71023173  198530.000  5171314.000   6.599            2       215
  71023300  198529.000  5171315.000   6.516            2       215
  71023301  198530.000  5171315.000   6.569            2       215
  71023428  198529.000  5171316.000   6.470            2       215
  71023429  198530.000  5171316.000   6.545            2       215
  71023174  198531.000  5171314.000   6.649            2       215
  71023302  198531.000  5171315.000   6.622            2       215
  71023430  198531.000  5171316.000   6.596            2       215
  71023556  198529.000  5171317.000   6.448            2       215
  71023557  198530.000  5171317.000   6.496            2       215
  71023683  198529.000  5171318.000   6.421            2       215
  71023684  198530.000  5171318.000   6.474            2       215
  71023809  198529.000  5171319.000   6.389            2       215
  71023558  198531.000  5171317.000   6.537            2       215
 111326355  251939.000  5189170.000   0.724            4       216
 111326356  251940.000  5189170.000   0.717            4       216
 111326357  251941.000  5189170.000   0.729            4       216
 111326866  251938.000  5189171.000   0.686            4       216
 111327377  251937.000  5189172.000   0.681            4       216
 111327378  251938.000  5189172.000   0.656            4       216
 111327889  251937.000  5189173.000   0.666            4       216
 111327890  251938.000  5189173.000   0.671            4       216
 111326867  251939.000  5189171.000   0.680            4       216
 111326868  251940.000  5189171.000   0.680            4       216
 111326869  251941.000  5189171.000   0.699            4       216
 111327379  251939.000  5189172.000   0.660            4       216
 111327380  251940.000  5189172.000   0.668            4       216
 111327381  251941.000  5189172.000   0.696            4       216
 111327891  251939.000  5189173.000   0.678            4       216
 111327892  251940.000  5189173.000   0.684            4       216
 111327893  251941.000  5189173.000   0.701            4       216
 111326358  251942.000  5189170.000   0.710            4       216
 111326359  251943.000  5189170.000   0.735            4       216
 111326870  251942.000  5189171.000   0.712            4       216
 111326871  251943.000  5189171.000   0.715            4       216
 111327382  251942.000  5189172.000   0.708            4       216
 111327383  251943.000  5189172.000   0.729            4       216
 111327894  251942.000  5189173.000   0.699            4       216
 111327895  251943.000  5189173.000   0.707            4       216
 111326872  251944.000  5189171.000   0.727            4       216
 111326873  251945.000  5189171.000   0.722            4       216
 111327384  251944.000  5189172.000   0.705            4       216
 111327385  251945.000  5189172.000   0.713            4       216
 111327896  251944.000  5189173.000   0.722            4       216
 111327897  251945.000  5189173.000   0.724            4       216
 111327898  251946.000  5189173.000   0.753            4       216
 111328401  251937.000  5189174.000   0.669            4       216
 111328402  251938.000  5189174.000   0.676            4       216
 111328403  251939.000  5189174.000   0.671            4       216
 111328404  251940.000  5189174.000   0.677            4       216
 111328405  251941.000  5189174.000   0.681            4       216
 111328913  251937.000  5189175.000   0.651            4       216
 111328914  251938.000  5189175.000   0.667            4       216
 111328915  251939.000  5189175.000   0.670            4       216
 111328916  251940.000  5189175.000   0.663            4       216
 111328917  251941.000  5189175.000   0.665            4       216
 111329425  251937.000  5189176.000   0.637            4       216
 111329426  251938.000  5189176.000   0.648            4       216
 111329938  251938.000  5189177.000   0.620            4       216
 111330450  251938.000  5189178.000   0.629            4       216
 111329427  251939.000  5189176.000   0.681            4       216
 111329428  251940.000  5189176.000   0.666            4       216
 111329429  251941.000  5189176.000   0.662            4       216
 111329939  251939.000  5189177.000   0.646            4       216
 111329940  251940.000  5189177.000   0.654            4       216
 111329941  251941.000  5189177.000   0.664            4       216
 111330451  251939.000  5189178.000   0.637            4       216
 111330452  251940.000  5189178.000   0.636            4       216
 111330453  251941.000  5189178.000   0.671            4       216
 111330964  251940.000  5189179.000   0.614            4       216
 111330965  251941.000  5189179.000   0.633            4       216
 111328406  251942.000  5189174.000   0.671            4       216
 111328407  251943.000  5189174.000   0.687            4       216
 111328408  251944.000  5189174.000   0.695            4       216
 111328409  251945.000  5189174.000   0.713            4       216
 111328918  251942.000  5189175.000   0.668            4       216
 111328919  251943.000  5189175.000   0.664            4       216
 111328920  251944.000  5189175.000   0.669            4       216
 111328921  251945.000  5189175.000   0.673            4       216
 111329430  251942.000  5189176.000   0.668            4       216
 111329431  251943.000  5189176.000   0.663            4       216
 111329942  251942.000  5189177.000   0.680            4       216
 111329943  251943.000  5189177.000   0.672            4       216
 111330454  251942.000  5189178.000   0.677            4       216
 111330455  251943.000  5189178.000   0.677            4       216
 111329432  251944.000  5189176.000   0.664            4       216
 111329433  251945.000  5189176.000   0.692            4       216
 111329944  251944.000  5189177.000   0.688            4       216
 111329945  251945.000  5189177.000   0.715            4       216
 111330456  251944.000  5189178.000   0.699            4       216
 111328410  251946.000  5189174.000   0.718            4       216
 111328922  251946.000  5189175.000   0.731            4       216
 111330966  251942.000  5189179.000   0.637            4       216
  75803788  199073.000  5172080.000   2.026           28       217
  75804901  199071.000  5172083.000   1.971           28       217
  75804160  199072.000  5172081.000   1.987           28       217
  75804161  199073.000  5172081.000   2.010           28       217
  75804531  199072.000  5172082.000   2.006           28       217
  75804532  199073.000  5172082.000   2.021           28       217
  75804902  199072.000  5172083.000   1.985           28       217
  75804903  199073.000  5172083.000   1.989           28       217
  75803420  199075.000  5172079.000   2.083           28       217
  75803421  199076.000  5172079.000   2.101           28       217
  75803789  199074.000  5172080.000   2.050           28       217
  75803790  199075.000  5172080.000   2.058           28       217
  75803791  199076.000  5172080.000   2.074           28       217
  75803792  199077.000  5172080.000   2.100           28       217
  75804162  199074.000  5172081.000   2.033           28       217
  75804163  199075.000  5172081.000   2.049           28       217
  75804533  199074.000  5172082.000   2.035           28       217
  75804534  199075.000  5172082.000   2.033           28       217
  75804904  199074.000  5172083.000   1.998           28       217
  75804905  199075.000  5172083.000   2.007           28       217
  75804164  199076.000  5172081.000   2.061           28       217
  75804165  199077.000  5172081.000   2.078           28       217
  75804535  199076.000  5172082.000   2.055           28       217
  75804536  199077.000  5172082.000   2.060           28       217
  75804906  199076.000  5172083.000   2.017           28       217
  75804907  199077.000  5172083.000   2.031           28       217
  75805274  199071.000  5172084.000   1.948           28       217
  75805647  199071.000  5172085.000   1.939           28       217
  75805275  199072.000  5172084.000   1.966           28       217
  75805276  199073.000  5172084.000   1.967           28       217
  75805648  199072.000  5172085.000   1.956           28       217
  75805649  199073.000  5172085.000   1.966           28       217
  75806012  199072.000  5172086.000   1.920           28       217
  75806013  199073.000  5172086.000   1.941           28       217
  75806372  199072.000  5172087.000   1.907           28       217
  75806373  199073.000  5172087.000   1.912           28       217
  75806729  199073.000  5172088.000   1.874           28       217
  75805277  199074.000  5172084.000   1.976           28       217
  75805278  199075.000  5172084.000   1.998           28       217
  75805650  199074.000  5172085.000   1.972           28       217
  75805651  199075.000  5172085.000   1.978           28       217
  75806014  199074.000  5172086.000   1.953           28       217
  75806015  199075.000  5172086.000   1.955           28       217
  75805279  199076.000  5172084.000   2.011           28       217
  75805280  199077.000  5172084.000   2.017           28       217
  75805652  199076.000  5172085.000   1.987           28       217
  75805653  199077.000  5172085.000   1.996           28       217
  75806016  199076.000  5172086.000   1.959           28       217
  75806017  199077.000  5172086.000   1.960           28       217
  75806374  199074.000  5172087.000   1.918           28       217
  75806375  199075.000  5172087.000   1.918           28       217
  75806730  199074.000  5172088.000   1.887           28       217
  75806731  199075.000  5172088.000   1.887           28       217
  75806376  199076.000  5172087.000   1.933           28       217
  75806377  199077.000  5172087.000   1.937           28       217
  75806732  199076.000  5172088.000   1.897           28       217
  75806733  199077.000  5172088.000   1.907           28       217
  75803793  199078.000  5172080.000   2.111           28       217
  75804166  199078.000  5172081.000   2.104           28       217
  75804167  199079.000  5172081.000   2.125           28       217
  75804537  199078.000  5172082.000   2.074           28       217
  75804538  199079.000  5172082.000   2.094           28       217
  75804908  199078.000  5172083.000   2.050           28       217
  75804909  199079.000  5172083.000   2.061           28       217
  75804539  199080.000  5172082.000   2.101           28       217
  75804910  199080.000  5172083.000   2.071           28       217
  75805281  199078.000  5172084.000   2.023           28       217
  75805282  199079.000  5172084.000   2.019           28       217
  75805654  199078.000  5172085.000   2.001           28       217
  75805655  199079.000  5172085.000   2.005           28       217
  75806018  199078.000  5172086.000   1.971           28       217
  75806019  199079.000  5172086.000   1.975           28       217
  75805283  199080.000  5172084.000   2.043           28       217
  75805656  199080.000  5172085.000   2.029           28       217
  75806020  199080.000  5172086.000   1.994           28       217
  75806378  199078.000  5172087.000   1.945           28       217
  75806379  199079.000  5172087.000   1.952           28       217
  75806734  199078.000  5172088.000   1.922           28       217
  60836675  209887.000  5168787.000   8.506            3       218
  60836676  209888.000  5168787.000   8.538            3       218
  60837186  209886.000  5168788.000   8.577            3       218
  60837698  209886.000  5168789.000   8.364            3       218
  60838209  209885.000  5168790.000   8.634            3       218
  60838210  209886.000  5168790.000   8.608            3       218
  60837187  209887.000  5168788.000   8.482            3       218
  60837188  209888.000  5168788.000   8.455            3       218
  60837699  209887.000  5168789.000   8.340            3       218
  60837700  209888.000  5168789.000   8.463            3       218
  60838211  209887.000  5168790.000   8.311            3       218
  60838212  209888.000  5168790.000   8.437            3       218
  60836165  209889.000  5168786.000   8.647            3       218
  60836166  209890.000  5168786.000   8.674            3       218
  60836167  209891.000  5168786.000   8.707            3       218
  60836677  209889.000  5168787.000   8.584            3       218
  60836678  209890.000  5168787.000   8.588            3       218
  60836679  209891.000  5168787.000   8.607            3       218
  60836680  209892.000  5168787.000   8.596            3       218
  60837189  209889.000  5168788.000   8.474            3       218
  60837190  209890.000  5168788.000   8.524            3       218
  60837701  209889.000  5168789.000   8.504            3       218
  60837702  209890.000  5168789.000   8.545            3       218
  60838213  209889.000  5168790.000   8.532            3       218
  60838214  209890.000  5168790.000   8.531            3       218
  60837191  209891.000  5168788.000   8.545            3       218
  60837192  209892.000  5168788.000   8.542            3       218
  60837703  209891.000  5168789.000   8.474            3       218
  60837704  209892.000  5168789.000   8.521            3       218
  60838215  209891.000  5168790.000   8.588            3       218
  60838216  209892.000  5168790.000   8.562            3       218
  60837193  209893.000  5168788.000   8.570            3       218
  60837705  209893.000  5168789.000   8.584            3       218
  60837706  209894.000  5168789.000   8.636            3       218
  60838217  209893.000  5168790.000   8.571            3       218
  60838218  209894.000  5168790.000   8.616            3       218
  60838721  209885.000  5168791.000   8.620            3       218
  60838722  209886.000  5168791.000   8.622            3       218
  60839233  209885.000  5168792.000   8.598            3       218
  60839234  209886.000  5168792.000   8.635            3       218
  60839746  209886.000  5168793.000   8.605            3       218
  60838723  209887.000  5168791.000   8.545            3       218
  60838724  209888.000  5168791.000   8.507            3       218
  60839235  209887.000  5168792.000   8.618            3       218
  60839236  209888.000  5168792.000   8.585            3       218
  60839747  209887.000  5168793.000   8.650            3       218
  60839748  209888.000  5168793.000   8.576            3       218
  60840258  209886.000  5168794.000   8.531            3       218
  60840259  209887.000  5168794.000   8.534            3       218
  60840260  209888.000  5168794.000   8.502            3       218
  60840771  209887.000  5168795.000   8.509            3       218
  60840772  209888.000  5168795.000   8.449            3       218
  60838725  209889.000  5168791.000   8.513            3       218
  60838726  209890.000  5168791.000   8.529            3       218
  60839237  209889.000  5168792.000   8.499            3       218
  60839238  209890.000  5168792.000   8.518            3       218
  60839749  209889.000  5168793.000   8.605            3       218
  60839750  209890.000  5168793.000   8.601            3       218
  60838727  209891.000  5168791.000   8.589            3       218
  60838728  209892.000  5168791.000   8.578            3       218
  60839239  209891.000  5168792.000   8.559            3       218
  60839240  209892.000  5168792.000   8.582            3       218
  60839751  209891.000  5168793.000   8.560            3       218
  60839752  209892.000  5168793.000   8.588            3       218
  60840261  209889.000  5168794.000   8.460            3       218
  60840262  209890.000  5168794.000   8.508            3       218
  60840773  209889.000  5168795.000   8.460            3       218
  60840774  209890.000  5168795.000   8.468            3       218
  60840263  209891.000  5168794.000   8.529            3       218
  60840264  209892.000  5168794.000   8.502            3       218
  60840775  209891.000  5168795.000   8.381            3       218
  60840776  209892.000  5168795.000   8.364            3       218
  60838729  209893.000  5168791.000   8.605            3       218
  60838730  209894.000  5168791.000   8.620            3       218
  60839241  209893.000  5168792.000   8.596            3       218
  60839242  209894.000  5168792.000   8.533            3       218
  60839753  209893.000  5168793.000   8.517            3       218
  60839754  209894.000  5168793.000   8.493            3       218
  60840265  209893.000  5168794.000   8.458            3       218
  94080810  245653.000  5178223.000   1.480           13       222
  94081080  245653.000  5178225.000   1.100           13       222
  94081441  245650.000  5178228.000   1.110           13       222
  94081442  245653.000  5178228.000   1.390           13       222
  94081711  245653.000  5178230.000   1.680           13       222
  94080811  245655.000  5178223.000   1.630           13       222
  94081081  245655.000  5178225.000   1.340           13       222
  94081082  245658.000  5178225.000   1.570           13       222
  94081443  245655.000  5178228.000   0.690           13       222
  94081444  245658.000  5178228.000   1.890           13       222
  94081712  245655.000  5178230.000   2.280           13       222
  94081713  245658.000  5178230.000   2.020           13       222
 178720575  284927.000  5200420.000  13.534            0       230
 178721068  284926.000  5200421.000  13.549            0       230
 178721069  284927.000  5200421.000  13.558            0       230
 178721561  284926.000  5200422.000  13.564            0       230
 178721562  284927.000  5200422.000  13.593            0       230
 178722053  284926.000  5200423.000  13.613            0       230
 178722054  284927.000  5200423.000  13.614            0       230
 178722546  284926.000  5200424.000  13.694            0       230
 178722547  284927.000  5200424.000  13.703            0       230
 178720083  284928.000  5200419.000  13.548            0       230
 178720084  284929.000  5200419.000  13.510            0       230
 178720576  284928.000  5200420.000  13.528            0       230
 178720577  284929.000  5200420.000  13.496            0       230
 178721070  284928.000  5200421.000  13.544            0       230
 178721071  284929.000  5200421.000  13.511            0       230
 178720085  284930.000  5200419.000  13.470            0       230
 178720086  284931.000  5200419.000  13.482            0       230
 178720578  284930.000  5200420.000  13.484            0       230
 178720579  284931.000  5200420.000  13.464            0       230
 178721072  284930.000  5200421.000  13.444            0       230
 178721073  284931.000  5200421.000  13.458            0       230
 178721563  284928.000  5200422.000  13.587            0       230
 178721564  284929.000  5200422.000  13.553            0       230
 178722055  284928.000  5200423.000  13.597            0       230
 178722056  284929.000  5200423.000  13.604            0       230
 178722548  284928.000  5200424.000  13.665            0       230
 178722549  284929.000  5200424.000  13.646            0       230
 178721565  284930.000  5200422.000  13.523            0       230
 178721566  284931.000  5200422.000  13.477            0       230
 178722057  284930.000  5200423.000  13.593            0       230
 178722058  284931.000  5200423.000  13.551            0       230
 178722550  284930.000  5200424.000  13.654            0       230
 178722551  284931.000  5200424.000  13.636            0       230
 178723038  284926.000  5200425.000  13.740            0       230
 178723039  284927.000  5200425.000  13.729            0       230
 178723531  284926.000  5200426.000  13.820            0       230
 178723532  284927.000  5200426.000  13.801            0       230
 178724024  284927.000  5200427.000  13.815            0       230
 178723040  284928.000  5200425.000  13.729            0       230
 178723041  284929.000  5200425.000  13.721            0       230
 178723533  284928.000  5200426.000  13.816            0       230
 178723534  284929.000  5200426.000  13.825            0       230
 178724025  284928.000  5200427.000  13.863            0       230
 178724026  284929.000  5200427.000  13.883            0       230
 178723042  284930.000  5200425.000  13.703            0       230
 178723043  284931.000  5200425.000  13.699            0       230
 178723535  284930.000  5200426.000  13.810            0       230
 178723536  284931.000  5200426.000  13.786            0       230
 178724027  284930.000  5200427.000  13.891            0       230
 178724028  284931.000  5200427.000  13.883            0       230
 178724519  284929.000  5200428.000  13.936            0       230
 178724520  284930.000  5200428.000  13.974            0       230
 178724521  284931.000  5200428.000  13.975            0       230
 178720087  284932.000  5200419.000  13.452            0       230
 178720580  284932.000  5200420.000  13.471            0       230
 178720581  284933.000  5200420.000  13.455            0       230
 178721074  284932.000  5200421.000  13.460            0       230
 178721075  284933.000  5200421.000  13.454            0       230
 178721076  284934.000  5200421.000  13.506            0       230
 178721567  284932.000  5200422.000  13.451            0       230
 178721568  284933.000  5200422.000  13.432            0       230
 178722059  284932.000  5200423.000  13.561            0       230
 178722060  284933.000  5200423.000  13.514            0       230
 178722552  284932.000  5200424.000  13.619            0       230
 178722553  284933.000  5200424.000  13.675            0       230
 178721569  284934.000  5200422.000  13.510            0       230
 178722061  284934.000  5200423.000  13.563            0       230
 178722062  284935.000  5200423.000  13.618            0       230
 178722554  284934.000  5200424.000  13.700            0       230
 178723044  284932.000  5200425.000  13.693            0       230
 178723045  284933.000  5200425.000  13.701            0       230
 178723537  284932.000  5200426.000  13.755            0       230
 178723538  284933.000  5200426.000  13.759            0       230
 178724029  284932.000  5200427.000  13.855            0       230
 178724030  284933.000  5200427.000  13.833            0       230
 178723046  284934.000  5200425.000  13.741            0       230
 178723539  284934.000  5200426.000  13.759            0       230
  71296515  199360.000  5171077.000   5.641            2       232
  71296516  199361.000  5171077.000   5.641            2       232
  71296754  199360.000  5171078.000   5.641            2       232
  71296755  199361.000  5171078.000   5.641            2       232
  71296994  199360.000  5171079.000   5.641            2       232
  71296995  199361.000  5171079.000   5.641            2       232
  71296996  199362.000  5171079.000   5.630            2       232
  71296997  199363.000  5171079.000   5.630            2       232
  71296998  199364.000  5171079.000   5.623            2       232
  71297238  199360.000  5171080.000   5.807            2       232
  71297239  199361.000  5171080.000   5.807            2       232
  71297240  199362.000  5171080.000   5.630            2       232
  71297241  199363.000  5171080.000   5.630            2       232
  71297242  199364.000  5171080.000   5.623            2       232
  71297483  199361.000  5171081.000   5.807            2       232
  71297727  199361.000  5171082.000   6.093            2       232
  71297484  199362.000  5171081.000   5.630            2       232
  71297485  199363.000  5171081.000   5.630            2       232
  71297486  199364.000  5171081.000   5.623            2       232
  71297728  199362.000  5171082.000   5.853            2       232
  71297729  199363.000  5171082.000   5.853            2       232
  71297730  199364.000  5171082.000   5.719            2       232
  71297976  199363.000  5171083.000   5.853            2       232
  71297977  199364.000  5171083.000   5.719            2       232
  71296999  199365.000  5171079.000   5.623            2       232
  71297000  199366.000  5171079.000   5.623            2       232
  71297243  199365.000  5171080.000   5.623            2       232
  71297244  199366.000  5171080.000   5.623            2       232
  71297487  199365.000  5171081.000   5.623            2       232
  71297488  199366.000  5171081.000   5.623            2       232
  71297731  199365.000  5171082.000   5.719            2       232
  71297732  199366.000  5171082.000   5.719            2       232
  71297733  199367.000  5171082.000   5.618            2       232
  71297978  199365.000  5171083.000   5.719            2       232
  92476495  245573.000  5178115.000  -0.360           24       233
  92476796  245573.000  5178118.000  -0.340           24       233
  92476272  245575.000  5178113.000  -0.610           24       233
  92476273  245578.000  5178113.000  -0.610           24       233
  92476496  245575.000  5178115.000  -0.700           24       233
  92476497  245578.000  5178115.000  -0.700           24       233
  92476498  245580.000  5178115.000  -0.690           24       233
  92476797  245575.000  5178118.000  -0.520           24       233
  92476798  245578.000  5178118.000  -0.690           24       233
  92476799  245580.000  5178118.000  -0.710           24       233
  92477022  245573.000  5178120.000  -0.280           24       233
  92477023  245575.000  5178120.000  -0.280           24       233
  92477024  245578.000  5178120.000  -0.380           24       233
  92477025  245580.000  5178120.000  -0.760           24       233
  94081001  245499.000  5178225.000   1.360            6       237
  94081168  245498.000  5178226.000   1.390            6       237
  94081169  245499.000  5178226.000   1.430            6       237
  94081002  245500.000  5178225.000   1.380            6       237
  94081003  245501.000  5178225.000   1.400            6       237
  94081004  245502.000  5178225.000   1.460            6       237
  94081170  245500.000  5178226.000   1.470            6       237
  94081171  245501.000  5178226.000   1.490            6       237
  94081172  245502.000  5178226.000   1.430            6       237
  94081261  245498.000  5178227.000   1.410            6       237
  94081262  245499.000  5178227.000   1.480            6       237
  94081363  245497.000  5178228.000   1.500            6       237
  94081364  245498.000  5178228.000   1.550            6       237
  94081365  245499.000  5178228.000   1.590            6       237
  94081529  245497.000  5178229.000   1.590            6       237
  94081530  245498.000  5178229.000   1.600            6       237
  94081531  245499.000  5178229.000   1.620            6       237
  94081632  245497.000  5178230.000   1.600            6       237
  94081633  245498.000  5178230.000   1.620            6       237
  94081634  245499.000  5178230.000   1.610            6       237
  94081799  245498.000  5178231.000   1.640            6       237
  94081800  245499.000  5178231.000   1.570            6       237
  94081263  245500.000  5178227.000   1.520            6       237
  94081264  245501.000  5178227.000   1.380            6       237
  94081265  245502.000  5178227.000   1.200            6       237
  94081366  245500.000  5178228.000   1.590            6       237
  94081367  245501.000  5178228.000   1.470            6       237
  94081368  245502.000  5178228.000   1.410            6       237
  94081532  245500.000  5178229.000   1.630            6       237
  94081533  245501.000  5178229.000   1.480            6       237
  94081534  245502.000  5178229.000   1.410            6       237
  94081635  245500.000  5178230.000   1.590            6       237
  94081636  245501.000  5178230.000   1.460            6       237
  94081637  245502.000  5178230.000   1.390            6       237
  94081801  245500.000  5178231.000   1.600            6       237
  94081802  245501.000  5178231.000   1.430            6       237
  94081803  245502.000  5178231.000   1.380            6       237
  94081005  245503.000  5178225.000   1.480            6       237
  94081006  245504.000  5178225.000   1.380            6       237
  94081173  245503.000  5178226.000   1.400            6       237
  94081174  245504.000  5178226.000   1.390            6       237
  94081175  245505.000  5178226.000   1.410            6       237
  94081266  245503.000  5178227.000   1.390            6       237
  94081267  245504.000  5178227.000   1.350            6       237
  94081268  245505.000  5178227.000   1.380            6       237
  94081369  245503.000  5178228.000   1.390            6       237
  94081370  245504.000  5178228.000   1.420            6       237
  94081371  245505.000  5178228.000   1.290            6       237
  94081535  245503.000  5178229.000   1.360            6       237
  94081536  245504.000  5178229.000   1.360            6       237
  94081537  245505.000  5178229.000   1.330            6       237
  94081638  245503.000  5178230.000   1.380            6       237
  94081639  245504.000  5178230.000   1.350            6       237
  94081640  245505.000  5178230.000   1.340            6       237
  94081804  245503.000  5178231.000   1.370            6       237
  94081805  245504.000  5178231.000   1.310            6       237
  94081806  245505.000  5178231.000   1.450            6       237
  94081269  245506.000  5178227.000   1.350            6       237
  94081372  245506.000  5178228.000   1.310            6       237
  94081538  245506.000  5178229.000   1.330            6       237
  94081641  245506.000  5178230.000   1.350            6       237
  94081807  245506.000  5178231.000   1.390            6       237
  94081888  245498.000  5178232.000   1.590            6       237
  94081889  245499.000  5178232.000   1.560            6       237
  94081990  245499.000  5178233.000   1.510            6       237
  94081890  245500.000  5178232.000   1.520            6       237
  94081891  245501.000  5178232.000   1.430            6       237
  94081892  245502.000  5178232.000   1.420            6       237
  94081991  245500.000  5178233.000   1.500            6       237
  94081992  245501.000  5178233.000   1.390            6       237
  94081993  245502.000  5178233.000   1.460            6       237
  94082158  245502.000  5178234.000   1.340            6       237
  94081893  245503.000  5178232.000   1.450            6       237
  94081894  245504.000  5178232.000   1.420            6       237
  94081895  245505.000  5178232.000   1.490            6       237
  94081994  245503.000  5178233.000   1.420            6       237
  94081995  245504.000  5178233.000   1.420            6       237
 111170002  251785.000  5189173.000  -0.079            1       239
 111169735  251787.000  5189171.000  -0.001            1       239
 111169736  251788.000  5189171.000   0.133            1       239
 111169868  251786.000  5189172.000  -0.041            1       239
 111169869  251787.000  5189172.000   0.099            1       239
 111169870  251788.000  5189172.000   0.221            1       239
 111170003  251786.000  5189173.000   0.060            1       239
 111170004  251787.000  5189173.000   0.197            1       239
 111170005  251788.000  5189173.000   0.220            1       239
 111169737  251789.000  5189171.000   0.216            1       239
 111169738  251790.000  5189171.000   0.237            1       239
 111169871  251789.000  5189172.000   0.240            1       239
 111169872  251790.000  5189172.000   0.259            1       239
 111170006  251789.000  5189173.000   0.258            1       239
 111170007  251790.000  5189173.000   0.284            1       239
 111169873  251791.000  5189172.000   0.282            1       239
 111169874  251792.000  5189172.000   0.308            1       239
 111170008  251791.000  5189173.000   0.298            1       239
 111170009  251792.000  5189173.000   0.313            1       239
 111170136  251784.000  5189174.000  -0.112            1       239
 111170137  251785.000  5189174.000   0.022            1       239
 111170138  251786.000  5189174.000   0.158            1       239
 111170139  251787.000  5189174.000   0.225            1       239
 111170140  251788.000  5189174.000   0.265            1       239
 111170271  251784.000  5189175.000  -0.011            1       239
 111170272  251785.000  5189175.000   0.124            1       239
 111170273  251786.000  5189175.000   0.229            1       239
 111170274  251787.000  5189175.000   0.249            1       239
 111170275  251788.000  5189175.000   0.286            1       239
 111170410  251784.000  5189176.000   0.102            1       239
 111170411  251785.000  5189176.000   0.208            1       239
 111170548  251784.000  5189177.000   0.199            1       239
 111170549  251785.000  5189177.000   0.234            1       239
 111170689  251785.000  5189178.000   0.302            1       239
 111170412  251786.000  5189176.000   0.245            1       239
 111170413  251787.000  5189176.000   0.296            1       239
 111170414  251788.000  5189176.000   0.297            1       239
 111170550  251786.000  5189177.000   0.296            1       239
 111170551  251787.000  5189177.000   0.310            1       239
 111170552  251788.000  5189177.000   0.340            1       239
 111170690  251786.000  5189178.000   0.312            1       239
 111170691  251787.000  5189178.000   0.324            1       239
 111170692  251788.000  5189178.000   0.349            1       239
 111170141  251789.000  5189174.000   0.274            1       239
 111170142  251790.000  5189174.000   0.290            1       239
 111170143  251791.000  5189174.000   0.309            1       239
 111170144  251792.000  5189174.000   0.313            1       239
 111170276  251789.000  5189175.000   0.298            1       239
 111170277  251790.000  5189175.000   0.318            1       239
 111170278  251791.000  5189175.000   0.324            1       239
 111170279  251792.000  5189175.000   0.323            1       239
 111170415  251789.000  5189176.000   0.332            1       239
 111170416  251790.000  5189176.000   0.325            1       239
 111170553  251789.000  5189177.000   0.329            1       239
 111170554  251790.000  5189177.000   0.351            1       239
 111170693  251789.000  5189178.000   0.362            1       239
 111170694  251790.000  5189178.000   0.345            1       239
