75802.50288244258 5067873.774412379 6
95206.37302547286 5064818.6845788015 2
97592.60956681095 5075392.144464174 1
98833.96576602795 5085634.266772748 65
-182942.2904386475 5100213.613219123 2
-170571.66272941738 5085196.385980179 6
-170715.3991798645 5084991.57630854 118
-170168.66552252986 5084445.930747156 37
79879.35412070848 5093398.356849261 2
76287.40925844666 5081043.909394779 62
76690.45423853715 5078113.344591582 19
75329.21082502583 5075175.108746865 30
72861.15966692218 5070553.241915253 1
76046.98111614652 5082037.640100542 254
77398.51948917125 5081209.375872468 269
150218.94299668868 5087861.907764205 10
-193541.67164838547 5106223.611471903 12
-188972.06120950676 5103801.980578313 111
-194272.76795493043 5102157.339240224 9
72840.90190833365 5059397.272345836 10
-176780.67204543948 5100887.550809431 1
150447.74592682853 5085367.528055897 2
252016.35409452606 5188761.0807926925 4
252026.94518425706 5188750.982681401 1
251990.37969936975 5188756.863084963 1
252014.00693746813 5188754.431591511 2
252020.07017941482 5188749.931592107 1
252020.82318956812 5188748.813312513 1
252033.61389317716 5188641.982608505 2
252037.32030146196 5188629.721861506 1
252055.55941467936 5188621.779758708 2
277866.18713565345 5211040.23211426 0
278157.901378264 5210676.528886861 0
282818.7136364171 5198226.381588032 0
257328.07770975586 5194912.903450929 0
256908.4712381139 5194568.304954434 0
257337.97433639143 5194431.484111322 0
255604.1396880084 5194431.042923441 0
257783.50058282472 5194294.568453731 0
256500.52619547295 5194258.102117497 0
257143.52350753298 5194035.062757401 0
256019.89116750946 5193918.504548798 0
256315.78686059627 5193844.953813516 0
256749.59553553566 5193764.750285727 0
255636.20368680038 5193510.337156994 0
256867.62091721373 5193464.772028042 0
256110.2893684776 5193413.082071844 0
255373.6791464161 5193287.948004788 0
256585.43064899743 5193255.827667552 0
255698.3639470625 5193004.028822034 0
256869.136357549 5192987.866213477 0
256180.72228438288 5192887.814239425 0
256604.0537143256 5192728.759986343 0
256019.88008963809 5192421.122125705 0
256450.2446310092 5192185.297094323 0
267885.9633163055 5192030.475996972 0
267953.0234110696 5191777.72717662 0
268022.16940663994 5191367.117884074 0
268103.55955585284 5190961.992754949 0
268197.2776252507 5190575.691084564 0
268240.1063138037 5190096.326719568 0
254306.33637616152 5190105.328059687 0
268344.7821015836 5189752.202298943 0
251284.89657989395 5189629.097631064 1
252053.34450795417 5189409.956865135 1
251788.17088175775 5189182.186461354 1
251743.12944298657 5189178.138600323 4
251350.9583043301 5189168.28482795 2
251809.0460264093 5189127.5310341185 8
251087.52625732432 5189053.917638576 1
254806.47793725098 5188923.461386711 0
252013.19517203496 5188748.880510684 2
252005.2221324729 5188536.626311238 2
251979.42169055087 5188465.708335008 3
252025.4036914091 5188290.107809644 0
253886.95946278903 5188052.341804257 1
253774.9436523754 5187978.81460422 3
253621.94995254272 5187842.2757592 1
253014.06134576938 5187653.515943594 0
251109.3862573162 5187645.262964443 5
251109.3862573162 5187645.262964443 1
251936.10724232462 5187620.128104625 0
251283.56939825858 5187592.79178581 16
251283.56939825858 5187592.79178581 1
251208.40371855328 5187583.236226191 1
251595.79172199557 5187549.659488325 8
251595.79172199557 5187549.659488325 7
251595.79172199557 5187549.659488325 3
250836.2286464287 5187500.978528227 3
250836.2286464287 5187500.978528227 1
250968.78078270846 5187468.660508917 0
251011.59201969433 5187316.202854518 7
251011.59201969433 5187316.202854518 3
251011.59201969433 5187316.202854518 1
248274.88785132402 5182485.468468445 1
245775.40961011325 5178134.06152822 0
234993.58026963702 5176311.920892865 0
235008.24431861905 5175203.402280744 0
200336.05104775017 5172472.191766966 0
204730.53481198734 5171863.786857154 185
201162.65576725037 5171417.223512141 0
201866.84333639056 5170885.921972632 3
201400.89962803567 5170672.642704286 1
214807.2812282126 5169927.216623406 0
212898.82035774106 5169809.258606802 1
209967.96238986927 5169568.9262216715 1
197678.00242269674 5169741.664164337 0
215121.22302466724 5168751.850768726 0
215950.6123921284 5167887.966443308 0
193741.4319942074 5166156.029582584 0
194041.65455133613 5165773.029254925 0
189625.53610574378 5160562.142009705 2
189626.67092745347 5160500.966047001 1
189401.4318765526 5160470.792377884 1
160752.34995686996 5144056.030151137 0
161189.53666074804 5143615.309980455 0
161129.06534749287 5143041.796085582 0
161031.89279607404 5142347.934436053 0
151001.2772222404 5137259.48534962 0
148362.9054194138 5136620.454149125 0
141215.13684471106 5129239.489440035 0
141297.10058163575 5128844.680170079 0
141369.8121597662 5128593.59664153 0
141617.2921878592 5128215.498653873 0
277866.18713565345 5211040.23211426 0
278157.901378264 5210676.528886861 0
262864.52349866834 5199057.919401636 0
