45.712859;-73.441355;6
45.691542;-73.191094;2
45.787297;-73.16501;1
45.879727;-73.153436;65
45.868686;-76.782601;2
45.742966;-76.609424;6
45.741035;-76.61106;118
45.736528;-76.60354;37
45.943569;-73.400959;2
45.831368;-73.441355;62
45.805167;-73.434789;19
45.778313;-73.450884;30
45.735958;-73.480365;1
45.840218;-73.444917;254
45.833222;-73.42715;269
45.913212;-72.492638;10
45.914852;-76.924493;12
45.896487;-76.863467;111
45.877966;-76.929643;9
45.635704;-73.475301;10
45.879042;-76.70438;1
45.890833;-72.488889;2
46.83629;-71.19197;4
46.8362;-71.19183;1
46.83625;-71.19231;1
46.83623;-71.192;2
46.83619;-71.19192;1
46.83618;-71.19191;1
46.83522;-71.19173;2
46.83511;-71.19168;1
46.83504;-71.19144;2
47.03826;-70.85442;0
47.035;-70.85056;0
46.92317;-70.78863;0
46.89203;-71.12298;0
46.8889;-71.12845;0
46.8877;-71.1228;0
46.88757;-71.14555;0
46.8865;-71.11694;0
46.88608;-71.13377;0
46.88412;-71.12531;0
46.88299;-71.14004;0
46.88235;-71.13615;0
46.88166;-71.13045;0
46.87929;-71.14503;0
46.87897;-71.12887;0
46.87845;-71.1388;0
46.87727;-71.14845;0
46.87707;-71.13255;0
46.87474;-71.14416;0
46.87468;-71.1288;0
46.87373;-71.13782;0
46.87233;-71.13225;0
46.86952;-71.13988;0
46.86743;-71.13421;0
46.86677;-70.9842;0
46.8645;-70.9833;0
46.86081;-70.98236;0
46.85717;-70.98126;0
46.8537;-70.98;0
46.84939;-70.9794;0
46.84856;-71.1621;0
46.8463;-70.978;0
46.84404;-71.20166;1
46.84213;-71.19156;1
46.84006;-71.19501;1
46.84002;-71.1956;4
46.8399;-71.20074;2
46.83957;-71.19473;8
46.83885;-71.20418;1
46.837966;-71.155413;0
46.83618;-71.19201;2
46.83427;-71.19209;2
46.83363;-71.19242;3
46.832054;-71.191797;0
46.83006;-71.16737;1
46.82939;-71.16883;3
46.82815;-71.17082;1
46.826405;-71.178766;0
46.82618;-71.203728;5
46.82618;-71.203728;1
46.82602;-71.19289;0
46.825722;-71.201439;16
46.825722;-71.201439;1
46.82563;-71.202423;1
46.825359;-71.197342;8
46.825359;-71.197342;7
46.825359;-71.197342;3
46.82486;-71.207291;3
46.82486;-71.207291;1
46.82458;-71.20555;0
46.823212;-71.204971;7
46.823212;-71.204971;3
46.823212;-71.204971;1
46.77953;-71.24024;1
46.74017;-71.27241;0
46.72274;-71.41321;0
46.71277;-71.41285;0
46.68369;-71.86562;0
46.678889;-71.808056;185
46.67433;-71.85458;0
46.66966;-71.84526;3
46.66767;-71.8513;1
46.6629;-71.67599;0
46.66158;-71.7009;1
46.65901;-71.73914;1
46.658712;-71.899723;0
46.65237;-71.67166;0
46.64471;-71.66066;0
46.625823;-71.950282;0
46.622428;-71.946271;0
46.57482;-72.00262;2
46.57427;-72.00259;1
46.57396;-72.00552;1
46.42083;-72.37402;0
46.41696;-72.3682;0
46.41179;-72.36881;0
46.40553;-72.36986;0
46.35757;-72.49857;0
46.35122;-72.53262;0
46.28317;-72.62286;0
46.27964;-72.62166;0
46.2774;-72.62063;0
46.27406;-72.61729;0
47.03826;-70.85442;0
47.035;-70.85056;0
46.92969;-71.05071;0
46.927572;-71.047442;0
46.92317;-70.78863;0
46.91019;-71.09029;17
46.90567;-71.07789;9
46.89203;-71.12298;0
46.8889;-71.12845;0
46.8877;-71.1228;0
46.88757;-71.14554;0
46.8865;-71.11694;0
46.88608;-71.13377;0
46.88551;-71.13294;18
46.88517;-71.14011;0
46.88492;-71.14256;8
46.88469;-71.13355;0
46.88444;-71.14299;1
46.88433;-71.14309;4
46.88412;-71.12531;0
46.88387;-71.14129;0
46.88356;-71.12796;0
46.88351;-71.14303;2
46.88345;-71.14263;7
46.88329;-71.14112;1
46.88316;-71.1429;4
46.88315;-71.14292;14
46.882991;-71.140039;0
46.88287;-71.14266;3
46.88257;-71.14159;1
46.88235;-71.13615;0
46.88196;-71.14169;0
46.88193;-71.14111;0
46.8817;-71.1264;0
46.88166;-71.13045;0
46.87969;-71.12392;0
46.879292;-71.145025;0
46.87897;-71.12887;0
46.87845;-71.1388;0
46.87727;-71.14845;0
46.87707;-71.13255;0
46.87646;-71.12555;0
46.87514;-71.14188;11
46.87474;-71.14416;0
46.87468;-71.1288;0
46.87373;-71.13782;0
46.87316;-71.13155;12
46.87233;-71.13225;0
46.87015;-71.14675;0
46.86952;-71.13988;0
46.86743;-71.13421;0
46.86677;-70.9842;0
46.8645;-70.9833;0
46.86081;-70.98236;0
46.857171;-70.981257;0
46.8537;-70.98;0
46.85071;-71.16173;70
46.84939;-70.9794;0
46.84892;-71.14397;21
46.84856;-71.1621;0
46.8463;-70.978;0
46.84373856;-71.1905365;3
46.84037018;-71.19270325;5
46.84037018;-71.19270325;4
46.8376389;-71.189308;1
46.83763885;-71.18930817;8
46.83763885;-71.18930817;5
46.8356895;-71.189056;2
46.83568954;-71.1890564;7
46.83568954;-71.1890564;3
46.83568954;-71.1890564;1
46.82662964;-71.20430756;1
46.82619858;-71.20622253;1
46.8258018;-71.204697;1
46.82580185;-71.20469666;9
46.82580185;-71.20469666;8
46.82580185;-71.20469666;3
46.82580185;-71.20469666;22
46.82580185;-71.20469666;16
46.82580185;-71.20469666;14
46.82580185;-71.20469666;11
46.82529068;-71.2036438;54
46.82529068;-71.2036438;20
46.82529068;-71.2036438;1
46.82455;-71.20467;0
46.82440948;-71.20211029;37
46.82440948;-71.20211029;3
46.82429886;-71.20540619;6
46.82429886;-71.20540619;13
46.82410049;-71.20744324;2
46.82210922;-71.212883;1
46.74555;-71.34376;1
46.74462;-71.34253;3
46.741471;-71.295054;62
46.74084;-71.27445;13
46.74082;-71.27596;9
46.7407;-71.27512;5
46.74073;-71.27624;6
46.74035;-71.27339;5
46.74031;-71.27478;1
46.74017;-71.27241;0
46.73988;-71.27436;14
46.73985;-71.27435;31
46.73939;-71.27434;35
46.7393;-71.2738;8
46.7393;-71.2738;0
46.73923;-71.27423;3
46.73912;-71.2737;20
46.73844;-71.2745;26
46.7377;-71.27715;41
46.72274;-71.41321;0
46.71277;-71.41285;0
46.68369;-71.86562;0
46.678889;-71.808056;159
46.67433;-71.85458;0
46.66942;-71.74821;0
46.66915;-71.74705;1
46.6688;-71.74739;0
46.66839;-71.7448;3
46.66793;-71.74565;2
46.6629;-71.67599;0
46.65237;-71.67166;0
46.64973;-71.79095;0
46.64471;-71.66066;0
46.54573;-72.19023;0
46.52057;-72.22758;0
46.51291;-72.21575;0
46.4362;-72.35014;0
46.43312;-72.31781;0
46.42083;-72.37402;0
46.41696;-72.3682;0
46.41179;-72.36881;0
46.40868;-72.32565;0
46.40553;-72.36986;0
46.28313;-72.62351;0
46.28076;-72.62843;0
46.2795;-72.62225;0
46.27708;-72.62141;0
46.27395;-72.6265;0
46.27381;-72.61766;0
46.269817;-72.6894;2
46.269733;-72.676433;2
46.26905;-72.658667;2
45.57776;-72.01577;1
45.59058;-73.49472;1
45.58973;-73.49529;1
45.58238;-73.4928;2
46.58616;-72.03774;7
45.72806;-76.60453;1
46.58772;-72.03178;12
46.58771;-72.03214;112
46.58767;-72.03378;42
46.58718;-72.03343;56
46.58718;-72.03343;11
46.58693;-72.03474;3
45.83822;-73.27451;2
45.83754;-73.27566;1
45.83706;-73.27624;1
45.83671;-73.27663;1
45.83635;-73.27731;1
45.83633;-73.27722;1
45.83601;-73.27783;1
45.83589;-73.27755;2
45.83476;-73.27906;1
45.83445;-73.27954;1
45.8279;-73.28703;1
45.82734;-73.28738;1
45.82709;-73.28744;1
45.82644;-73.28827;1
45.82572;-73.29002;1
45.72806;-76.60453;1
45.82119;-73.29881;2
45.82041;-73.30038;2
45.81977;-73.30014;2
45.81932;-73.30049;1
45.81928;-73.29988;1
45.81879;-73.30149;1
45.81846;-73.30287;1
46.58758;-72.03783;1
46.58749;-72.03583;4
46.58693;-72.03459;19
46.58693;-72.03459;122
46.58651;-72.03747;10
46.58616;-72.03774;34
46.58608;-72.03835;34
46.27823;-72.66123;1
46.27645;-72.65937;3
46.27792;-72.67316;1
46.586338;-72.038769;5
46.585981;-72.03965;6
46.585621;-72.041859;5
47.03826;-70.85442;0
47.035;-70.85056;0
46.963464;-70.76952;0
46.929687;-71.050712;0
46.927572;-71.047442;0
46.92317;-70.78863;0
46.91019;-71.09029;7
46.90567;-71.07789;7
46.890388;-71.130063;0
46.889169;-71.123942;0
46.88791;-71.11752;0
46.88685;-71.14499;0
46.88551;-71.13294;14
46.885433;-71.128741;0
46.88537;-71.14321;7
46.88536;-71.14154;2
46.8851;-71.14344;10
46.88508;-71.14344;26
46.88477;-71.14315;10
46.88465;-71.14298;3
46.88464;-71.14304;18
46.88435;-71.14304;1
46.88428;-71.14234;3
46.884176;-71.12243;0
46.88416;-71.14094;2
46.88413;-71.14177;1
46.88408;-71.14369;8
46.88393;-71.14347;3
46.88393;-71.14274;1
46.88389;-71.1434;6
46.88389;-71.1434;1
46.8837;-71.14134;1
46.88364;-71.14265;5
46.88361;-71.14004;1
46.88356;-71.14296;14
46.88356;-71.12796;2
46.88348;-71.14274;2
46.88339;-71.1427;2
46.88316;-71.14186;1
46.88309;-71.14337;7
46.882991;-71.140039;0
46.881735;-71.133728;0
46.880478;-71.127418;0
46.879292;-71.145025;0
46.878036;-71.138715;0
46.87678;-71.132406;0
46.875523;-71.126097;0
46.87514;-71.14188;8
46.874965;-71.146857;0
46.87371;-71.140547;0
46.87316;-71.13155;19
46.872453;-71.134238;0
46.871197;-71.127929;0
46.86677;-70.9842;0
46.8645;-70.9833;0
46.860812;-70.982361;0
46.857171;-70.981257;0
46.8537;-70.98;0
46.85071;-71.16173;20
46.84939;-70.9794;0
46.84892;-71.14397;29
46.8463;-70.978;0
46.74155;-71.27463;3
46.741471;-71.294976;97
46.74141;-71.27451;2
46.74118;-71.27482;1
46.74114;-71.27578;8
46.74104;-71.2747;1
46.74095;-71.27657;2
46.74085;-71.27614;1
46.74071;-71.27438;7
46.74069;-71.27322;4
46.74067;-71.2754;8
46.74052;-71.27575;6
46.74035;-71.27595;1
46.74017;-71.27241;0
46.7401;-71.27348;40
46.74015;-71.27471;24
46.73997;-71.27355;35
46.73954;-71.27356;1
46.73946;-71.27307;31
46.73931;-71.27414;7
46.73925;-71.27291;2
46.7391;-71.27427;18
46.73915;-71.27446;16
46.73914;-71.27452;4
46.73902;-71.27402;40
46.73862;-71.27479;32
46.73858;-71.2747;1
46.73805;-71.27608;1
46.68369;-71.86562;0
46.678889;-71.808056;129
46.67433;-71.85458;0
46.513647;-72.236744;1
46.509995;-72.235701;5
46.500593;-72.226188;2
46.496478;-72.248642;2
46.483494;-72.233128;3
46.478553;-72.253255;1
46.470835;-72.230727;1
46.467224;-72.240287;1
46.458331;-72.260141;1
46.456152;-72.238338;1
46.452845;-72.249471;5
46.44428;-72.258198;3
46.43687;-72.281511;8
46.4362;-72.35014;0
46.435357;-72.268921;11
46.43409;-72.333551;1
46.43312;-72.31781;0
46.432778;-72.255493;2
46.427739;-72.280332;13
46.427264;-72.270101;2
46.427068;-72.291789;10
46.423058;-72.35503;1
46.421034;-72.306653;3
46.42083;-72.37402;0
46.417222;-72.305726;1
46.413136;-72.386766;2
46.412772;-72.368595;2
46.411389;-72.34797;6
46.41105;-72.32549;0
46.410239;-72.334867;5
46.408336;-72.322995;9
46.40667;-72.42061;1
46.40553;-72.36986;0
