Latitude;Longitude;Total;Classe;Date;source
46.73927;-71.27312;2;Inexistant;2008-01-01;LakestrugeonRichelieu
46.73927;-71.27312;11;Commun;2009-01-01;LakestrugeonRichelieu
46.74015;-71.27471;24;Commun;2012-01-01;LakestrugeonRichelieu
46.88551;-71.13294;14;Commun;2012-01-01;LakestrugeonRichelieu
46.88757;-71.14554;0;Inexistant;2013-01-01;LakestrugeonRichelieu
46.88412;-71.12531;0;Inexistant;2013-01-01;LakestrugeonRichelieu
46.88196;-71.14169;0;Inexistant;2013-01-01;LakestrugeonRichelieu
46.269733;-72.676433;2;Inexistant;2013-01-01;LakestrugeonRichelieu
46.82580185;-71.20469666;9;Rare;2013-01-01;LakestrugeonRichelieu
46.74073;-71.27624;6;Rare;2013-01-01;LakestrugeonRichelieu
46.28317;-72.62286;0;Inexistant;2014-01-01;LakestrugeonRichelieu
46.84006;-71.19501;1;Inexistant;2014-01-01;LakestrugeonRichelieu
46.294722;-72.562778;1;Inexistant;1972-08-15;LakestrugeonRichelieu
46.520556;-72.2425;3;Inexistant;1975-09-10;LakestrugeonRichelieu
46.264;-72.674333;10;Commun;2007-09-12;LakestrugeonRichelieu
45.863056;-73.15;3;Inexistant;2009-06-14;LakestrugeonRichelieu
46.93308;-71.02648;1;Inexistant;1973-01-01;LakestrugeonRichelieu
46.406389;-72.323333;1;Inexistant;1996-01-01;LakestrugeonRichelieu
46.678056;-71.883889;13;Commun;1997-01-01;LakestrugeonRichelieu
46.605278;-71.977778;2;Inexistant;1997-01-01;LakestrugeonRichelieu
46.580833;-72.022778;2;Inexistant;1997-01-01;LakestrugeonRichelieu
46.62125;-71.99057;1;Inexistant;1997-01-01;LakestrugeonRichelieu
47.0063;-70.7778;1;Inexistant;2006-01-01;LakestrugeonRichelieu
46.44428;-72.258198;6;Rare;2008-01-01;LakestrugeonRichelieu
46.495993;-72.225077;1;Inexistant;2008-01-01;LakestrugeonRichelieu
46.73927;-71.27312;1;Inexistant;2008-01-01;LakestrugeonRichelieu
46.73927;-71.27312;1;Inexistant;2008-01-01;LakestrugeonRichelieu
46.73927;-71.27312;6;Rare;2010-01-01;LakestrugeonRichelieu
46.73927;-71.27312;1;Inexistant;2010-01-01;LakestrugeonRichelieu
46.400278;-72.396075;2;Inexistant;2012-01-01;LakestrugeonRichelieu
46.82455;-71.20467;0;Inexistant;2013-01-01;LakestrugeonRichelieu
46.88387;-71.14129;0;Inexistant;2013-01-01;LakestrugeonRichelieu
46.83568954;-71.1890564;7;Rare;2013-01-01;LakestrugeonRichelieu
46.82486;-71.207291;1;Inexistant;2014-01-01;LakestrugeonRichelieu
45.965278;-73.145833;1;Inexistant;1970-08-05;LakestrugeonRichelieu
46.435883;-72.290833;3;Inexistant;2007-09-12;LakestrugeonRichelieu
46.6695;-71.79058;1;Inexistant;1975-01-01;LakestrugeonRichelieu
46.66965;-71.74744;1;Inexistant;1997-01-01;LakestrugeonRichelieu
46.58428;-72.09015;1;Inexistant;1999-01-01;LakestrugeonRichelieu
46.421034;-72.306653;1;Inexistant;2001-01-01;LakestrugeonRichelieu
46.741471;-71.294771;77;Commun;1960-01-01;LakestrugeonRichelieu
46.417778;-72.38;1;Inexistant;1996-01-01;LakestrugeonRichelieu
46.634444;-71.739444;3;Inexistant;1997-01-01;LakestrugeonRichelieu
46.99972222;-70.77944444;6;Rare;1999-01-01;LakestrugeonRichelieu
46.9753;-70.74015;30;Commun;2000-01-01;LakestrugeonRichelieu
46.63666;-71.75343;2;Inexistant;2006-01-01;LakestrugeonRichelieu
46.73927;-71.27312;1;Inexistant;2008-01-01;LakestrugeonRichelieu
46.73927;-71.27312;5;Rare;2010-01-01;LakestrugeonRichelieu
46.882991;-71.140039;0;Inexistant;2013-01-01;LakestrugeonRichelieu
46.82580185;-71.20469666;8;Rare;2013-01-01;LakestrugeonRichelieu
46.42083;-72.37402;0;Inexistant;2014-01-01;LakestrugeonRichelieu
46.87468;-71.1288;0;Inexistant;2014-01-01;LakestrugeonRichelieu
46.885278;-70.909444;1;Inexistant;1946-07-27;LakestrugeonRichelieu
46.312778;-72.55;0;Inexistant;1985-06-19;LakestrugeonRichelieu
46.93391;-71.05088;1;Inexistant;1991-01-01;LakestrugeonRichelieu
46.449444;-72.27;7;Rare;1996-01-01;LakestrugeonRichelieu
46.4325;-72.290556;10;Commun;1996-01-01;LakestrugeonRichelieu
46.975;-70.766667;7;Rare;1999-01-01;LakestrugeonRichelieu
46.390636;-72.465915;1;Inexistant;2008-01-01;LakestrugeonRichelieu
46.73927;-71.27312;1;Inexistant;2008-01-01;LakestrugeonRichelieu
46.73927;-71.27312;2;Inexistant;2010-01-01;LakestrugeonRichelieu
46.74017;-71.27241;0;Inexistant;2012-01-01;LakestrugeonRichelieu
46.882991;-71.140039;0;Inexistant;2012-01-01;LakestrugeonRichelieu
46.85071;-71.16173;20;Commun;2012-01-01;LakestrugeonRichelieu
46.88316;-71.14186;1;Inexistant;2012-01-01;LakestrugeonRichelieu
46.8837;-71.14134;1;Inexistant;2012-01-01;LakestrugeonRichelieu
46.87233;-71.13225;0;Inexistant;2013-01-01;LakestrugeonRichelieu
46.88356;-71.12796;0;Inexistant;2013-01-01;LakestrugeonRichelieu
46.82618;-71.203728;5;Rare;2014-01-01;LakestrugeonRichelieu
46.57482;-72.00262;2;Inexistant;2014-01-01;LakestrugeonRichelieu
46.265833;-72.663889;0;Inexistant;1986-09-23;LakestrugeonRichelieu
45.863056;-73.15;1;Inexistant;2007-06-10;LakestrugeonRichelieu
46.436667;-72.3316;1;Inexistant;2007-09-12;LakestrugeonRichelieu
45.863056;-73.15;3;Inexistant;2009-06-15;LakestrugeonRichelieu
46.741471;-71.294771;458;Commun;1962-01-01;LakestrugeonRichelieu
46.514444;-72.236667;15;Commun;1996-01-01;LakestrugeonRichelieu
46.99662;-70.77944444;4;Rare;2000-01-01;LakestrugeonRichelieu
46.467224;-72.240287;11;Commun;2001-01-01;LakestrugeonRichelieu
46.73927;-71.27312;1;Inexistant;2008-01-01;LakestrugeonRichelieu
46.73927;-71.27312;4;Rare;2009-01-01;LakestrugeonRichelieu
46.74114;-71.27578;8;Rare;2012-01-01;LakestrugeonRichelieu
46.88464;-71.14304;18;Commun;2012-01-01;LakestrugeonRichelieu
46.6629;-71.67599;0;Inexistant;2013-01-01;LakestrugeonRichelieu
46.86081;-70.98236;0;Inexistant;2013-01-01;LakestrugeonRichelieu
46.88608;-71.13377;0;Inexistant;2013-01-01;LakestrugeonRichelieu
46.2795;-72.62225;0;Inexistant;2013-01-01;LakestrugeonRichelieu
46.83763885;-71.18930817;5;Rare;2013-01-01;LakestrugeonRichelieu
46.82458;-71.20555;0;Inexistant;2014-01-01;LakestrugeonRichelieu
45.867778;-73.148056;3;Inexistant;1965-12-02;LakestrugeonRichelieu
45.863056;-73.15;4;Rare;2009-06-11;LakestrugeonRichelieu
46.741471;-71.294771;16;Commun;1964-01-01;LakestrugeonRichelieu
46.9592;-70.78318;2;Inexistant;1999-01-01;LakestrugeonRichelieu
46.741471;-71.294771;26;Commun;1999-01-01;LakestrugeonRichelieu
46.67459;-71.81972;9;Rare;2006-01-01;LakestrugeonRichelieu
46.65631;-71.75184;1;Inexistant;2006-01-01;LakestrugeonRichelieu
46.73927;-71.27312;5;Rare;2008-01-01;LakestrugeonRichelieu
46.73927;-71.27312;5;Rare;2009-01-01;LakestrugeonRichelieu
46.73927;-71.27312;2;Inexistant;2010-01-01;LakestrugeonRichelieu
46.73927;-71.27312;1;Inexistant;2010-01-01;LakestrugeonRichelieu
46.40553;-72.36986;0;Inexistant;2012-01-01;LakestrugeonRichelieu
46.44428;-72.258198;3;Inexistant;2012-01-01;LakestrugeonRichelieu
46.88348;-71.14274;2;Inexistant;2012-01-01;LakestrugeonRichelieu
46.88356;-71.14296;14;Commun;2012-01-01;LakestrugeonRichelieu
46.87707;-71.13255;0;Inexistant;2014-01-01;LakestrugeonRichelieu
46.823212;-71.204971;7;Rare;2014-01-01;LakestrugeonRichelieu
46.928333;-70.794722;0;Inexistant;1999-09-14;LakestrugeonRichelieu
46.7;-71.583;0;Inexistant;1900-01-00;LakestrugeonRichelieu
46.413761;-72.279261;0;Inexistant;1900-01-00;LakestrugeonRichelieu
46.291111;-72.57;2;Inexistant;1972-08-15;LakestrugeonRichelieu
45.863056;-73.15;1;Inexistant;2007-06-21;LakestrugeonRichelieu
45.863056;-73.15;1;Inexistant;2008-06-20;LakestrugeonRichelieu
46.928333;-70.794722;0;Inexistant;1999-09-14;LakestrugeonRichelieu
47.00133333;-70.80465;4;Rare;2002-01-01;LakestrugeonRichelieu
46.374924;-72.462859;5;Rare;2008-01-01;LakestrugeonRichelieu
46.478553;-72.253255;5;Rare;2008-01-01;LakestrugeonRichelieu
46.73927;-71.27312;13;Commun;2008-01-01;LakestrugeonRichelieu
46.73927;-71.27312;11;Commun;2008-01-01;LakestrugeonRichelieu
46.73927;-71.27312;1;Inexistant;2010-01-01;LakestrugeonRichelieu
46.963464;-70.76952;0;Inexistant;2012-01-01;LakestrugeonRichelieu
46.66793;-71.74565;2;Inexistant;2013-01-01;LakestrugeonRichelieu
46.88412;-71.12531;0;Inexistant;2014-01-01;LakestrugeonRichelieu
46.8877;-71.1228;0;Inexistant;2014-01-01;LakestrugeonRichelieu
46.8362;-71.19183;1;Inexistant;2015-01-01;LakestrugeonRichelieu
46.308889;-72.527778;1;Inexistant;1976-08-02;LakestrugeonRichelieu
46.95573333;-70.78313333;6;Rare;2000-01-01;LakestrugeonRichelieu
47.00621667;-70.7959;5;Rare;2000-01-01;LakestrugeonRichelieu
46.73927;-71.27312;4;Rare;2009-01-01;LakestrugeonRichelieu
46.88315;-71.14292;11;Commun;2010-01-01;LakestrugeonRichelieu
46.73927;-71.27312;1;Inexistant;2010-01-01;LakestrugeonRichelieu
46.27708;-72.62141;0;Inexistant;2012-01-01;LakestrugeonRichelieu
46.483494;-72.233128;3;Inexistant;2012-01-01;LakestrugeonRichelieu
46.74095;-71.27657;2;Inexistant;2012-01-01;LakestrugeonRichelieu
46.74052;-71.27575;6;Rare;2012-01-01;LakestrugeonRichelieu
46.87373;-71.13782;0;Inexistant;2014-01-01;LakestrugeonRichelieu
46.82486;-71.207291;3;Inexistant;2014-01-01;LakestrugeonRichelieu
46.91043;-70.84785;0;Inexistant;1953-04-10;LakestrugeonRichelieu
46.94845;-70.76965;1;Inexistant;2000-01-01;LakestrugeonRichelieu
46.427739;-72.280332;3;Inexistant;2001-01-01;LakestrugeonRichelieu
46.500593;-72.226188;2;Inexistant;2001-01-01;LakestrugeonRichelieu
46.75509;-71.27126;2;Inexistant;2005-01-01;LakestrugeonRichelieu
46.63648;-71.73912;5;Rare;2006-01-01;LakestrugeonRichelieu
46.73927;-71.27312;7;Rare;2008-01-01;LakestrugeonRichelieu
46.73927;-71.27312;6;Rare;2009-01-01;LakestrugeonRichelieu
46.73927;-71.27312;2;Inexistant;2009-01-01;LakestrugeonRichelieu
46.41105;-72.32549;0;Inexistant;2012-01-01;LakestrugeonRichelieu
46.83763885;-71.18930817;5;Rare;2013-01-01;LakestrugeonRichelieu
46.7407;-71.27512;5;Rare;2013-01-01;LakestrugeonRichelieu
46.8399;-71.20074;2;Inexistant;2014-01-01;LakestrugeonRichelieu
45.866944;-73.147778;1;Inexistant;1944-06-19;LakestrugeonRichelieu
45.863056;-73.15;1;Inexistant;2007-06-11;LakestrugeonRichelieu
46.5075;-72.233333;14;Commun;2008-09-24;LakestrugeonRichelieu
46.412222;-72.285833;19;Commun;1945-08-30;LakestrugeonRichelieu
45.863056;-73.15;2;Inexistant;2009-06-17;LakestrugeonRichelieu
45.863056;-73.15;2;Inexistant;2009-06-22;LakestrugeonRichelieu
46.265833;-72.663889;0;Inexistant;1985-05-28;LakestrugeonRichelieu
45.863889;-73.148611;3;Inexistant;1990-06-18;LakestrugeonRichelieu
46.928333;-70.794722;0;Inexistant;1999-09-15;LakestrugeonRichelieu
46.60359;-71.99283;3;Inexistant;2006-01-01;LakestrugeonRichelieu
46.68512;-71.86367;24;Commun;2006-01-01;LakestrugeonRichelieu
46.66188;-71.77666;8;Rare;2006-01-01;LakestrugeonRichelieu
46.73927;-71.27312;4;Rare;2009-01-01;LakestrugeonRichelieu
46.678889;-71.808056;129;Commun;2012-01-01;LakestrugeonRichelieu
46.82529068;-71.2036438;54;Commun;2013-01-01;LakestrugeonRichelieu
46.88492;-71.14256;8;Rare;2013-01-01;LakestrugeonRichelieu
46.92317;-70.78863;0;Inexistant;2014-01-01;LakestrugeonRichelieu
46.82602;-71.19289;0;Inexistant;2014-01-01;LakestrugeonRichelieu
46.265833;-72.663889;0;Inexistant;1985-05-28;LakestrugeonRichelieu
45.863056;-73.15;1;Inexistant;2007-06-10;LakestrugeonRichelieu
46.286667;-72.625;1;Inexistant;1972-08-17;LakestrugeonRichelieu
46.265833;-72.663889;0;Inexistant;1986-09-12;LakestrugeonRichelieu
46.99484;-70.94201;1;Inexistant;1973-01-01;LakestrugeonRichelieu
46.478553;-72.253255;1;Inexistant;2001-01-01;LakestrugeonRichelieu
46.255367;-72.6595;1;Inexistant;2007-01-01;LakestrugeonRichelieu
46.458331;-72.260141;1;Inexistant;2008-01-01;LakestrugeonRichelieu
46.452845;-72.249471;4;Rare;2008-01-01;LakestrugeonRichelieu
46.509995;-72.235701;6;Rare;2008-01-01;LakestrugeonRichelieu
46.73927;-71.27312;5;Rare;2008-01-01;LakestrugeonRichelieu
46.73927;-71.27312;6;Rare;2009-01-01;LakestrugeonRichelieu
46.73927;-71.27312;6;Rare;2009-01-01;LakestrugeonRichelieu
46.73927;-71.27312;7;Rare;2010-01-01;LakestrugeonRichelieu
46.26978;-72.68958;4;Rare;2011-01-01;LakestrugeonRichelieu
46.73927;-71.27312;13;Commun;2011-01-01;LakestrugeonRichelieu
46.884176;-71.12243;0;Inexistant;2012-01-01;LakestrugeonRichelieu
46.28313;-72.62351;0;Inexistant;2012-01-01;LakestrugeonRichelieu
46.478553;-72.253255;1;Inexistant;2012-01-01;LakestrugeonRichelieu
46.88416;-71.14094;2;Inexistant;2012-01-01;LakestrugeonRichelieu
46.41179;-72.36881;0;Inexistant;2013-01-01;LakestrugeonRichelieu
46.82455;-71.20467;0;Inexistant;2013-01-01;LakestrugeonRichelieu
46.27381;-72.61766;0;Inexistant;2013-01-01;LakestrugeonRichelieu
46.82580185;-71.20469666;14;Commun;2013-01-01;LakestrugeonRichelieu
46.88351;-71.14303;2;Inexistant;2013-01-01;LakestrugeonRichelieu
46.35122;-72.53262;0;Inexistant;2014-01-01;LakestrugeonRichelieu
46.84856;-71.1621;0;Inexistant;2014-01-01;LakestrugeonRichelieu
46.82563;-71.202423;1;Inexistant;2014-01-01;LakestrugeonRichelieu
46.829167;-71.133333;6;Rare;1946-09-18;LakestrugeonRichelieu
46.015;-73.130278;1;Inexistant;1970-08-06;LakestrugeonRichelieu
46.921111;-70.810278;0;Inexistant;1999-09-21;LakestrugeonRichelieu
45.863056;-73.15;1;Inexistant;2007-06-16;LakestrugeonRichelieu
46.403667;-72.373167;2;Inexistant;2008-09-23;LakestrugeonRichelieu
46.741471;-71.294771;11;Commun;1993-01-01;LakestrugeonRichelieu
46.645278;-71.652778;1;Inexistant;1997-01-01;LakestrugeonRichelieu
46.509995;-72.235701;6;Rare;2001-01-01;LakestrugeonRichelieu
46.7656;-71.25656;1;Inexistant;2005-01-01;LakestrugeonRichelieu
46.269817;-72.6894;6;Rare;2007-01-01;LakestrugeonRichelieu
46.40175;-72.350287;1;Inexistant;2008-01-01;LakestrugeonRichelieu
46.494327;-72.243913;1;Inexistant;2008-01-01;LakestrugeonRichelieu
46.73927;-71.27312;2;Inexistant;2009-01-01;LakestrugeonRichelieu
46.73927;-71.27312;3;Inexistant;2010-01-01;LakestrugeonRichelieu
46.73927;-71.27312;1;Inexistant;2010-01-01;LakestrugeonRichelieu
46.73927;-71.27312;2;Inexistant;2010-01-01;LakestrugeonRichelieu
46.73927;-71.27312;1;Inexistant;2010-01-01;LakestrugeonRichelieu
46.73927;-71.27312;24;Commun;2010-01-01;LakestrugeonRichelieu
46.408336;-72.322995;9;Rare;2012-01-01;LakestrugeonRichelieu
46.427739;-72.280332;13;Commun;2012-01-01;LakestrugeonRichelieu
46.74067;-71.2754;8;Rare;2012-01-01;LakestrugeonRichelieu
46.88364;-71.14265;5;Rare;2012-01-01;LakestrugeonRichelieu
46.88389;-71.1434;6;Rare;2012-01-01;LakestrugeonRichelieu
46.88389;-71.1434;1;Inexistant;2012-01-01;LakestrugeonRichelieu
46.42083;-72.37402;0;Inexistant;2013-01-01;LakestrugeonRichelieu
46.40868;-72.32565;0;Inexistant;2013-01-01;LakestrugeonRichelieu
46.72274;-71.41321;0;Inexistant;2013-01-01;LakestrugeonRichelieu
46.86743;-71.13421;0;Inexistant;2013-01-01;LakestrugeonRichelieu
46.74035;-71.27339;5;Rare;2013-01-01;LakestrugeonRichelieu
46.7393;-71.2738;8;Rare;2013-01-01;LakestrugeonRichelieu
46.6629;-71.67599;0;Inexistant;2014-01-01;LakestrugeonRichelieu
46.83629;-71.19197;4;Rare;2015-01-01;LakestrugeonRichelieu
46.264167;-72.680556;0;Inexistant;1983-07-12;LakestrugeonRichelieu
46.266111;-72.673333;0;Inexistant;1984-10-09;LakestrugeonRichelieu
46.741471;-71.294771;20;Commun;1988-01-01;LakestrugeonRichelieu
46.452845;-72.249471;1;Inexistant;2001-01-01;LakestrugeonRichelieu
46.73927;-71.27312;2;Inexistant;2010-01-01;LakestrugeonRichelieu
46.73927;-71.27312;1;Inexistant;2010-01-01;LakestrugeonRichelieu
46.74141;-71.27451;2;Inexistant;2012-01-01;LakestrugeonRichelieu
46.88469;-71.13355;0;Inexistant;2013-01-01;LakestrugeonRichelieu
46.82580185;-71.20469666;22;Commun;2013-01-01;LakestrugeonRichelieu
46.73923;-71.27423;3;Inexistant;2013-01-01;LakestrugeonRichelieu
46.658712;-71.899723;0;Inexistant;2014-01-01;LakestrugeonRichelieu
46.921111;-70.810278;0;Inexistant;1999-09-21;LakestrugeonRichelieu
45.863056;-73.15;1;Inexistant;2007-06-17;LakestrugeonRichelieu
45.863056;-73.15;5;Rare;2007-06-20;LakestrugeonRichelieu
46.741471;-71.294771;37;Commun;1983-01-01;LakestrugeonRichelieu
46.741471;-71.294771;13;Commun;1965-01-01;LakestrugeonRichelieu
46.73927;-71.27312;6;Rare;2011-01-01;LakestrugeonRichelieu
46.73927;-71.27312;2;Inexistant;2011-01-01;LakestrugeonRichelieu
46.389767;-72.456654;1;Inexistant;2012-01-01;LakestrugeonRichelieu
46.73931;-71.27414;7;Rare;2012-01-01;LakestrugeonRichelieu
46.87468;-71.1288;0;Inexistant;2013-01-01;LakestrugeonRichelieu
46.88316;-71.1429;4;Rare;2013-01-01;LakestrugeonRichelieu
46.27964;-72.62166;0;Inexistant;2014-01-01;LakestrugeonRichelieu
46.66966;-71.84526;3;Inexistant;2014-01-01;LakestrugeonRichelieu
45.864722;-73.15;3;Inexistant;1970-07-31;LakestrugeonRichelieu
46.741471;-71.294771;28;Commun;1961-01-01;LakestrugeonRichelieu
46.741471;-71.294771;20;Commun;1971-01-01;LakestrugeonRichelieu
46.68215;-71.89716;1;Inexistant;1975-01-01;LakestrugeonRichelieu
46.68814;-71.87394;3;Inexistant;1975-01-01;LakestrugeonRichelieu
46.58608;-72.04042;1;Inexistant;1975-01-01;LakestrugeonRichelieu
46.446111;-72.283611;1;Inexistant;1996-01-01;LakestrugeonRichelieu
46.588056;-72.021667;2;Inexistant;1997-01-01;LakestrugeonRichelieu
46.68959;-71.85178;1;Inexistant;1997-01-01;LakestrugeonRichelieu
46.25689;-72.67388;1;Inexistant;2002-01-01;LakestrugeonRichelieu
46.265833;-72.663889;0;Inexistant;1985-05-15;LakestrugeonRichelieu
46.74;-71.29;0;Inexistant;1900-01-00;LakestrugeonRichelieu
46.26919;-72.6737;6;Rare;2002-01-01;LakestrugeonRichelieu
46.386115;-72.41161;1;Inexistant;2008-01-01;LakestrugeonRichelieu
46.427739;-72.280332;8;Rare;2008-01-01;LakestrugeonRichelieu
46.467224;-72.240287;5;Rare;2008-01-01;LakestrugeonRichelieu
46.73927;-71.27312;4;Rare;2008-01-01;LakestrugeonRichelieu
46.73927;-71.27312;1;Inexistant;2008-01-01;LakestrugeonRichelieu
46.73927;-71.27312;9;Rare;2009-01-01;LakestrugeonRichelieu
46.88361;-71.14004;1;Inexistant;2012-01-01;LakestrugeonRichelieu
46.88428;-71.14234;3;Inexistant;2012-01-01;LakestrugeonRichelieu
46.84373856;-71.1905365;3;Inexistant;2013-01-01;LakestrugeonRichelieu
46.88551;-71.13294;18;Commun;2013-01-01;LakestrugeonRichelieu
46.74017;-71.27241;0;Inexistant;2014-01-01;LakestrugeonRichelieu
46.82815;-71.17082;1;Inexistant;2014-01-01;LakestrugeonRichelieu
45.863056;-73.15;1;Inexistant;2007-06-21;LakestrugeonRichelieu
46.249444;-72.666111;1;Inexistant;1946-08-09;LakestrugeonRichelieu
46.991667;-70.766667;10;Commun;1999-01-01;LakestrugeonRichelieu
46.73927;-71.27312;1;Inexistant;2008-01-01;LakestrugeonRichelieu
46.73927;-71.27312;16;Commun;2008-01-01;LakestrugeonRichelieu
46.73927;-71.27312;9;Rare;2010-01-01;LakestrugeonRichelieu
46.73927;-71.27312;1;Inexistant;2010-01-01;LakestrugeonRichelieu
46.427068;-72.291789;10;Commun;2012-01-01;LakestrugeonRichelieu
46.87514;-71.14188;8;Rare;2012-01-01;LakestrugeonRichelieu
46.90567;-71.07789;7;Rare;2012-01-01;LakestrugeonRichelieu
46.88413;-71.14177;1;Inexistant;2012-01-01;LakestrugeonRichelieu
46.66839;-71.7448;3;Inexistant;2013-01-01;LakestrugeonRichelieu
46.85071;-71.16173;70;Commun;2013-01-01;LakestrugeonRichelieu
46.625823;-71.950282;0;Inexistant;2014-01-01;LakestrugeonRichelieu
46.83363;-71.19242;3;Inexistant;2014-01-01;LakestrugeonRichelieu
46.57427;-72.00259;1;Inexistant;2014-01-01;LakestrugeonRichelieu
46.83618;-71.19191;1;Inexistant;2015-01-01;LakestrugeonRichelieu
46.052222;-73.114444;0;Inexistant;1945-04-23;LakestrugeonRichelieu
46.300556;-72.558611;1;Inexistant;1972-08-15;LakestrugeonRichelieu
46.266111;-72.673333;0;Inexistant;1984-07-01;LakestrugeonRichelieu
46.921111;-70.810278;0;Inexistant;1999-09-21;LakestrugeonRichelieu
45.864722;-73.147222;1;Inexistant;1944-07-04;LakestrugeonRichelieu
45.863056;-73.15;1;Inexistant;2007-06-07;LakestrugeonRichelieu
45.863056;-73.15;1;Inexistant;2007-06-18;LakestrugeonRichelieu
46.333333;-72.533833;5;Rare;2008-09-22;LakestrugeonRichelieu
45.863056;-73.15;3;Inexistant;2007-06-18;LakestrugeonRichelieu
46.741471;-71.294771;50;Commun;1976-01-01;LakestrugeonRichelieu
46.66561;-71.91065;1;Inexistant;1975-01-01;LakestrugeonRichelieu
46.425556;-72.304167;4;Rare;1996-01-01;LakestrugeonRichelieu
46.653611;-71.732778;2;Inexistant;1997-01-01;LakestrugeonRichelieu
46.68814;-71.87394;1;Inexistant;1999-01-01;LakestrugeonRichelieu
46.39782;-72.429939;1;Inexistant;2001-01-01;LakestrugeonRichelieu
46.413136;-72.386766;1;Inexistant;2001-01-01;LakestrugeonRichelieu
46.73927;-71.27312;3;Inexistant;2008-01-01;LakestrugeonRichelieu
46.73927;-71.27312;1;Inexistant;2008-01-01;LakestrugeonRichelieu
46.73927;-71.27312;10;Commun;2009-01-01;LakestrugeonRichelieu
46.73927;-71.27312;8;Rare;2011-01-01;LakestrugeonRichelieu
46.40431;-72.3355;0;Inexistant;2012-01-01;LakestrugeonRichelieu
47.03826;-70.85442;0;Inexistant;2012-01-01;LakestrugeonRichelieu
46.68369;-71.86562;0;Inexistant;2012-01-01;LakestrugeonRichelieu
46.381827;-72.471193;1;Inexistant;2012-01-01;LakestrugeonRichelieu
46.86677;-70.9842;0;Inexistant;2013-01-01;LakestrugeonRichelieu
46.87474;-71.14416;0;Inexistant;2013-01-01;LakestrugeonRichelieu
46.8889;-71.12845;0;Inexistant;2013-01-01;LakestrugeonRichelieu
46.26905;-72.658667;2;Inexistant;2013-01-01;LakestrugeonRichelieu
46.82619858;-71.20622253;1;Inexistant;2013-01-01;LakestrugeonRichelieu
46.74555;-71.34376;1;Inexistant;2013-01-01;LakestrugeonRichelieu
46.88287;-71.14266;3;Inexistant;2013-01-01;LakestrugeonRichelieu
46.83504;-71.19144;2;Inexistant;2015-01-01;LakestrugeonRichelieu
46.741471;-71.294771;5;Rare;1989-01-01;LakestrugeonRichelieu
46.7125;-71.508889;5;Rare;1997-01-01;LakestrugeonRichelieu
46.408336;-72.322995;2;Inexistant;2008-01-01;LakestrugeonRichelieu
46.73927;-71.27312;1;Inexistant;2008-01-01;LakestrugeonRichelieu
46.73927;-71.27312;5;Rare;2010-01-01;LakestrugeonRichelieu
46.73927;-71.27312;4;Rare;2011-01-01;LakestrugeonRichelieu
46.73927;-71.27312;1;Inexistant;2011-01-01;LakestrugeonRichelieu
46.857171;-70.981257;0;Inexistant;2012-01-01;LakestrugeonRichelieu
46.874965;-71.146857;0;Inexistant;2012-01-01;LakestrugeonRichelieu
46.43687;-72.281511;8;Rare;2012-01-01;LakestrugeonRichelieu
46.5375;-72.214;6;Rare;2008-09-24;LakestrugeonRichelieu
46.419722;-72.289722;1;Inexistant;1996-01-01;LakestrugeonRichelieu
46.99741;-70.77944444;1;Inexistant;2000-01-01;LakestrugeonRichelieu
46.420756;-72.323525;2;Inexistant;2001-01-01;LakestrugeonRichelieu
46.421626;-72.374592;3;Inexistant;2001-01-01;LakestrugeonRichelieu
46.449961;-72.266369;3;Inexistant;2001-01-01;LakestrugeonRichelieu
46.9592;-70.78318;19;Commun;2002-01-01;LakestrugeonRichelieu
46.73927;-71.27312;5;Rare;2009-01-01;LakestrugeonRichelieu
46.741471;-71.29492;62;Commun;2011-01-01;LakestrugeonRichelieu
46.67433;-71.85458;0;Inexistant;2013-01-01;LakestrugeonRichelieu
46.84037018;-71.19270325;5;Rare;2013-01-01;LakestrugeonRichelieu
46.71277;-71.41285;0;Inexistant;2014-01-01;LakestrugeonRichelieu
46.8865;-71.11694;0;Inexistant;2014-01-01;LakestrugeonRichelieu
46.628889;-71.741667;1;Inexistant;1947-06-16;LakestrugeonRichelieu
45.863056;-73.15;3;Inexistant;2006-06-26;LakestrugeonRichelieu
45.863056;-73.15;1;Inexistant;2007-05-29;LakestrugeonRichelieu
46.73371;-71.37896;1;Inexistant;1997-01-01;LakestrugeonRichelieu
46.97028333;-70.7321;1;Inexistant;2000-01-01;LakestrugeonRichelieu
46.73927;-71.27312;1;Inexistant;2010-01-01;LakestrugeonRichelieu
46.42083;-72.37402;0;Inexistant;2012-01-01;LakestrugeonRichelieu
46.411389;-72.34797;6;Rare;2012-01-01;LakestrugeonRichelieu
46.87316;-71.13155;19;Commun;2012-01-01;LakestrugeonRichelieu
46.82618;-71.203728;1;Inexistant;2014-01-01;LakestrugeonRichelieu
46.73844;-71.2745;26;Commun;2013-01-01;LakestrugeonRichelieu
46.823212;-71.204971;3;Inexistant;2014-01-01;LakestrugeonRichelieu
46.278056;-72.601667;1;Inexistant;1972-08-17;LakestrugeonRichelieu
46.921111;-70.810278;0;Inexistant;1999-09-14;LakestrugeonRichelieu
45.863056;-73.15;1;Inexistant;2007-06-08;LakestrugeonRichelieu
46.344;-72.507;1;Inexistant;2008-09-23;LakestrugeonRichelieu
46.684722;-71.854167;19;Commun;1997-01-01;LakestrugeonRichelieu
