Latitude;Longitude;Total;Classe;Date;source
46.665833;-71.788611;1;Inexistant;1997-01-01;LakestrugeonRichelieu
46.741471;-71.294771;32;Commun;2002-01-01;LakestrugeonRichelieu
46.741471;-71.294771;22;Commun;2003-01-01;LakestrugeonRichelieu
46.67818;-71.83184;4;Rare;2006-01-01;LakestrugeonRichelieu
46.741471;-71.294771;33;Commun;2007-01-01;LakestrugeonRichelieu
46.73927;-71.27312;10;Commun;2008-01-01;LakestrugeonRichelieu
46.741471;-71.294771;197;Commun;2009-01-01;LakestrugeonRichelieu
46.73927;-71.27312;1;Inexistant;2010-01-01;LakestrugeonRichelieu
46.73927;-71.27312;6;Rare;2010-01-01;LakestrugeonRichelieu
46.8463;-70.978;0;Inexistant;2013-01-01;LakestrugeonRichelieu
46.72274;-71.41321;0;Inexistant;2014-01-01;LakestrugeonRichelieu
46.8889;-71.12845;0;Inexistant;2014-01-01;LakestrugeonRichelieu
46.67433;-71.85458;0;Inexistant;2014-01-01;LakestrugeonRichelieu
46.823212;-71.204971;1;Inexistant;2014-01-01;LakestrugeonRichelieu
46.67937;-71.81099;1;Inexistant;1997-01-01;LakestrugeonRichelieu
46.69554;-71.60226;1;Inexistant;1997-01-01;LakestrugeonRichelieu
46.99972;-70.7625;10;Commun;2003-01-01;LakestrugeonRichelieu
46.66253;-71.8129;1;Inexistant;2006-01-01;LakestrugeonRichelieu
46.65719;-71.80013;1;Inexistant;2006-01-01;LakestrugeonRichelieu
46.73927;-71.27312;1;Inexistant;2009-01-01;LakestrugeonRichelieu
46.73927;-71.27312;1;Inexistant;2010-01-01;LakestrugeonRichelieu
46.927572;-71.047442;0;Inexistant;2012-01-01;LakestrugeonRichelieu
46.66942;-71.74821;0;Inexistant;2013-01-01;LakestrugeonRichelieu
47.035;-70.85056;0;Inexistant;2013-01-01;LakestrugeonRichelieu
46.87707;-71.13255;0;Inexistant;2013-01-01;LakestrugeonRichelieu
46.28076;-72.62843;0;Inexistant;2013-01-01;LakestrugeonRichelieu
46.7393;-71.2738;0;Inexistant;2013-01-01;LakestrugeonRichelieu
46.82529068;-71.2036438;1;Inexistant;2013-01-01;LakestrugeonRichelieu
46.60956;-72.0091;1;Inexistant;1997-01-01;LakestrugeonRichelieu
46.435357;-72.268921;18;Commun;2008-01-01;LakestrugeonRichelieu
46.73927;-71.27312;1;Inexistant;2008-01-01;LakestrugeonRichelieu
46.73927;-71.27312;3;Inexistant;2010-01-01;LakestrugeonRichelieu
46.73927;-71.27312;1;Inexistant;2010-01-01;LakestrugeonRichelieu
46.73927;-71.27312;8;Rare;2011-01-01;LakestrugeonRichelieu
46.43409;-72.333551;1;Inexistant;2012-01-01;LakestrugeonRichelieu
46.88309;-71.14337;7;Rare;2012-01-01;LakestrugeonRichelieu
46.87969;-71.12392;0;Inexistant;2013-01-01;LakestrugeonRichelieu
46.73985;-71.27435;31;Commun;2013-01-01;LakestrugeonRichelieu
46.85717;-70.98126;0;Inexistant;2014-01-01;LakestrugeonRichelieu
46.837966;-71.155413;0;Inexistant;2014-01-01;LakestrugeonRichelieu
46.66158;-71.7009;1;Inexistant;2014-01-01;LakestrugeonRichelieu
46.8304;-71.17044;0;Inexistant;1946-09-09;LakestrugeonRichelieu
46.2835;-72.617333;94;Commun;2007-09-12;LakestrugeonRichelieu
46.5055;-72.239833;2;Inexistant;2008-09-24;LakestrugeonRichelieu
45.863056;-73.15;6;Rare;2009-06-25;LakestrugeonRichelieu
46.98286;-70.95867;1;Inexistant;1991-01-01;LakestrugeonRichelieu
46.660278;-71.763333;1;Inexistant;1997-01-01;LakestrugeonRichelieu
46.69324;-71.62438;1;Inexistant;1997-01-01;LakestrugeonRichelieu
46.94491667;-70.76745;1;Inexistant;2000-01-01;LakestrugeonRichelieu
46.381827;-72.471193;1;Inexistant;2001-01-01;LakestrugeonRichelieu
46.57753;-72.0064;1;Inexistant;2006-01-01;LakestrugeonRichelieu
46.73927;-71.27312;6;Rare;2008-01-01;LakestrugeonRichelieu
46.73927;-71.27312;1;Inexistant;2009-01-01;LakestrugeonRichelieu
46.74118;-71.27482;1;Inexistant;2012-01-01;LakestrugeonRichelieu
46.54573;-72.19023;0;Inexistant;2013-01-01;LakestrugeonRichelieu
46.40553;-72.36986;0;Inexistant;2013-01-01;LakestrugeonRichelieu
46.927572;-71.047442;0;Inexistant;2013-01-01;LakestrugeonRichelieu
46.82455;-71.20467;0;Inexistant;2013-01-01;LakestrugeonRichelieu
46.7377;-71.27715;41;Commun;2013-01-01;LakestrugeonRichelieu
46.64471;-71.66066;0;Inexistant;2014-01-01;LakestrugeonRichelieu
46.83006;-71.16737;1;Inexistant;2014-01-01;LakestrugeonRichelieu
46.83625;-71.19231;1;Inexistant;2015-01-01;LakestrugeonRichelieu
45.863056;-73.15;1;Inexistant;2007-06-12;LakestrugeonRichelieu
46.25845;-72.663;7;Rare;2007-09-12;LakestrugeonRichelieu
46.741471;-71.294771;31;Commun;1986-01-01;LakestrugeonRichelieu
46.458333;-72.260833;1;Inexistant;1996-01-01;LakestrugeonRichelieu
46.676111;-71.823333;3;Inexistant;1997-01-01;LakestrugeonRichelieu
46.592778;-72.0075;1;Inexistant;1997-01-01;LakestrugeonRichelieu
46.635833;-71.710278;7;Rare;1997-01-01;LakestrugeonRichelieu
46.741471;-71.294771;15;Commun;1997-01-01;LakestrugeonRichelieu
46.73927;-71.27312;9;Rare;2008-01-01;LakestrugeonRichelieu
46.73927;-71.27312;1;Inexistant;2008-01-01;LakestrugeonRichelieu
46.73927;-71.27312;1;Inexistant;2009-01-01;LakestrugeonRichelieu
46.410239;-72.334867;5;Rare;2012-01-01;LakestrugeonRichelieu
46.452845;-72.249471;5;Rare;2012-01-01;LakestrugeonRichelieu
46.73862;-71.27479;32;Commun;2012-01-01;LakestrugeonRichelieu
46.87015;-71.14675;0;Inexistant;2013-01-01;LakestrugeonRichelieu
46.83568954;-71.1890564;1;Inexistant;2013-01-01;LakestrugeonRichelieu
46.88345;-71.14263;7;Rare;2013-01-01;LakestrugeonRichelieu
46.27406;-72.61729;0;Inexistant;2014-01-01;LakestrugeonRichelieu
46.65901;-71.73914;1;Inexistant;2014-01-01;LakestrugeonRichelieu
46.741471;-71.294771;7;Rare;1973-01-01;LakestrugeonRichelieu
46.667222;-71.654444;1;Inexistant;1997-01-01;LakestrugeonRichelieu
46.670278;-71.878889;5;Rare;1997-01-01;LakestrugeonRichelieu
46.59649;-72.02549;1;Inexistant;1997-01-01;LakestrugeonRichelieu
46.94401667;-70.8052;4;Rare;2000-01-01;LakestrugeonRichelieu
46.59157;-72.0105;3;Inexistant;2006-01-01;LakestrugeonRichelieu
46.741471;-71.294771;67;Commun;2008-01-01;LakestrugeonRichelieu
46.73927;-71.27312;1;Inexistant;2010-01-01;LakestrugeonRichelieu
46.73927;-71.27312;1;Inexistant;2010-01-01;LakestrugeonRichelieu
46.73927;-71.27312;6;Rare;2011-01-01;LakestrugeonRichelieu
46.86743;-71.13421;0;Inexistant;2014-01-01;LakestrugeonRichelieu
46.825722;-71.201439;16;Commun;2014-01-01;LakestrugeonRichelieu
46.44428;-72.258198;11;Commun;2001-01-01;LakestrugeonRichelieu
47.00564;-70.95912;2;Inexistant;2003-01-01;LakestrugeonRichelieu
46.412772;-72.368595;2;Inexistant;2008-01-01;LakestrugeonRichelieu
46.73927;-71.27312;1;Inexistant;2010-01-01;LakestrugeonRichelieu
46.423058;-72.35503;1;Inexistant;2012-01-01;LakestrugeonRichelieu
46.74035;-71.27595;1;Inexistant;2012-01-01;LakestrugeonRichelieu
46.74104;-71.2747;1;Inexistant;2012-01-01;LakestrugeonRichelieu
46.82440948;-71.20211029;37;Commun;2013-01-01;LakestrugeonRichelieu
46.91019;-71.09029;17;Commun;2013-01-01;LakestrugeonRichelieu
45.808056;-73.151389;1;Inexistant;1970-07-24;LakestrugeonRichelieu
45.455;-73.272222;1;Inexistant;1984-05-23;LakestrugeonRichelieu
45.863056;-73.15;4;Rare;2009-06-12;LakestrugeonRichelieu
45.863056;-73.15;1;Inexistant;2009-06-15;LakestrugeonRichelieu
46.636389;-71.693333;5;Rare;1997-01-01;LakestrugeonRichelieu
46.73927;-71.27312;1;Inexistant;2009-01-01;LakestrugeonRichelieu
46.73927;-71.27312;1;Inexistant;2009-01-01;LakestrugeonRichelieu
46.73927;-71.27312;3;Inexistant;2010-01-01;LakestrugeonRichelieu
46.73927;-71.27312;3;Inexistant;2010-01-01;LakestrugeonRichelieu
47.035;-70.85056;0;Inexistant;2012-01-01;LakestrugeonRichelieu
46.87371;-71.140547;0;Inexistant;2012-01-01;LakestrugeonRichelieu
46.889169;-71.123942;0;Inexistant;2012-01-01;LakestrugeonRichelieu
46.74155;-71.27463;3;Inexistant;2012-01-01;LakestrugeonRichelieu
46.82429886;-71.20540619;6;Rare;2013-01-01;LakestrugeonRichelieu
46.73988;-71.27436;14;Commun;2013-01-01;LakestrugeonRichelieu
46.8645;-70.9833;0;Inexistant;2014-01-01;LakestrugeonRichelieu
46.921111;-70.810278;0;Inexistant;1999-09-15;LakestrugeonRichelieu
46.741471;-71.294771;24;Commun;2004-01-01;LakestrugeonRichelieu
46.68207;-71.84474;12;Commun;2006-01-01;LakestrugeonRichelieu
46.427068;-72.291789;5;Rare;2008-01-01;LakestrugeonRichelieu
46.73927;-71.27312;1;Inexistant;2010-01-01;LakestrugeonRichelieu
46.92317;-70.78863;0;Inexistant;2012-01-01;LakestrugeonRichelieu
46.88465;-71.14298;3;Inexistant;2012-01-01;LakestrugeonRichelieu
46.88389;-71.1434;1;Inexistant;2012-01-01;LakestrugeonRichelieu
46.82455;-71.20467;0;Inexistant;2013-01-01;LakestrugeonRichelieu
46.82210922;-71.212883;1;Inexistant;2013-01-01;LakestrugeonRichelieu
46.741471;-71.295054;62;Commun;2013-01-01;LakestrugeonRichelieu
45.863056;-73.15;1;Inexistant;2007-06-12;LakestrugeonRichelieu
46.439683;-72.340067;2;Inexistant;2007-09-12;LakestrugeonRichelieu
46.741471;-71.294771;119;Commun;1982-01-01;LakestrugeonRichelieu
46.94845;-70.84161667;16;Commun;2000-01-01;LakestrugeonRichelieu
46.9597;-70.7805;4;Rare;2000-01-01;LakestrugeonRichelieu
46.9595;-70.77521667;10;Commun;2000-01-01;LakestrugeonRichelieu
46.73927;-71.27312;4;Rare;2009-01-01;LakestrugeonRichelieu
46.73914;-71.27452;4;Rare;2012-01-01;LakestrugeonRichelieu
46.88356;-71.12796;2;Inexistant;2012-01-01;LakestrugeonRichelieu
46.74017;-71.27241;0;Inexistant;2013-01-01;LakestrugeonRichelieu
46.86952;-71.13988;0;Inexistant;2013-01-01;LakestrugeonRichelieu
46.88257;-71.14159;1;Inexistant;2013-01-01;LakestrugeonRichelieu
47.035;-70.85056;0;Inexistant;2014-01-01;LakestrugeonRichelieu
46.8537;-70.98;0;Inexistant;2014-01-01;LakestrugeonRichelieu
46.83957;-71.19473;8;Rare;2014-01-01;LakestrugeonRichelieu
46.82939;-71.16883;3;Inexistant;2014-01-01;LakestrugeonRichelieu
45.867778;-73.148056;1;Inexistant;1970-07-31;LakestrugeonRichelieu
45.863056;-73.15;3;Inexistant;2009-06-18;LakestrugeonRichelieu
46.657222;-71.74;2;Inexistant;1997-01-01;LakestrugeonRichelieu
46.658889;-71.890833;1;Inexistant;1997-01-01;LakestrugeonRichelieu
46.644444;-71.78;2;Inexistant;1997-01-01;LakestrugeonRichelieu
46.58428;-72.09015;1;Inexistant;1999-01-01;LakestrugeonRichelieu
46.27381;-72.61766;0;Inexistant;2012-01-01;LakestrugeonRichelieu
46.88339;-71.1427;2;Inexistant;2012-01-01;LakestrugeonRichelieu
46.88193;-71.14111;0;Inexistant;2013-01-01;LakestrugeonRichelieu
46.83568954;-71.1890564;3;Inexistant;2013-01-01;LakestrugeonRichelieu
46.88433;-71.14309;4;Rare;2013-01-01;LakestrugeonRichelieu
46.86081;-70.98236;0;Inexistant;2014-01-01;LakestrugeonRichelieu
46.87929;-71.14503;0;Inexistant;2014-01-01;LakestrugeonRichelieu
46.826405;-71.178766;0;Inexistant;2014-01-01;LakestrugeonRichelieu
46.265833;-72.663889;0;Inexistant;1985-05-01;LakestrugeonRichelieu
45.863056;-73.15;1;Inexistant;2007-05-29;LakestrugeonRichelieu
46.259167;-72.684333;1;Inexistant;2007-09-12;LakestrugeonRichelieu
46.484444;-72.251944;1;Inexistant;1996-01-01;LakestrugeonRichelieu
46.641111;-71.715556;1;Inexistant;1997-01-01;LakestrugeonRichelieu
46.99972222;-70.77944444;4;Rare;2000-01-01;LakestrugeonRichelieu
46.436986;-72.301836;1;Inexistant;2001-01-01;LakestrugeonRichelieu
46.73927;-71.27312;7;Rare;2009-01-01;LakestrugeonRichelieu
46.73927;-71.27312;1;Inexistant;2010-01-01;LakestrugeonRichelieu
46.73925;-71.27291;2;Inexistant;2012-01-01;LakestrugeonRichelieu
46.91019;-71.09029;7;Rare;2012-01-01;LakestrugeonRichelieu
46.88389;-71.1434;1;Inexistant;2012-01-01;LakestrugeonRichelieu
46.8537;-70.98;0;Inexistant;2013-01-01;LakestrugeonRichelieu
46.82440948;-71.20211029;3;Inexistant;2013-01-01;LakestrugeonRichelieu
46.88329;-71.14112;1;Inexistant;2013-01-01;LakestrugeonRichelieu
46.943056;-70.761389;0;Inexistant;1999-07-09;LakestrugeonRichelieu
46.921111;-70.810278;0;Inexistant;1999-09-21;LakestrugeonRichelieu
45.863056;-73.15;3;Inexistant;2009-06-22;LakestrugeonRichelieu
46.515278;-72.234444;10;Commun;1996-01-01;LakestrugeonRichelieu
46.99428;-70.97487;1;Inexistant;1973-01-01;LakestrugeonRichelieu
46.90987;-71.06632;1;Inexistant;1989-01-01;LakestrugeonRichelieu
46.639167;-71.677778;1;Inexistant;1997-01-01;LakestrugeonRichelieu
46.40667;-72.42061;1;Inexistant;2001-01-01;LakestrugeonRichelieu
46.411389;-72.34797;2;Inexistant;2001-01-01;LakestrugeonRichelieu
46.99972;-70.7625;7;Rare;2002-01-01;LakestrugeonRichelieu
46.40667;-72.42061;2;Inexistant;2008-01-01;LakestrugeonRichelieu
46.73927;-71.27312;3;Inexistant;2008-01-01;LakestrugeonRichelieu
46.741471;-71.294876;59;Commun;2010-01-01;LakestrugeonRichelieu
46.86677;-70.9842;0;Inexistant;2012-01-01;LakestrugeonRichelieu
46.871197;-71.127929;0;Inexistant;2012-01-01;LakestrugeonRichelieu
46.88536;-71.14154;2;Inexistant;2012-01-01;LakestrugeonRichelieu
46.83522;-71.19173;2;Inexistant;2015-01-01;LakestrugeonRichelieu
46.84404;-71.20166;1;Inexistant;2014-01-01;LakestrugeonRichelieu
45.872222;-73.151944;2;Inexistant;1970-07-31;LakestrugeonRichelieu
46.520278;-72.249444;1;Inexistant;1975-07-23;LakestrugeonRichelieu
46.62701;-71.97651;3;Inexistant;1975-01-01;LakestrugeonRichelieu
46.496667;-72.224444;1;Inexistant;1996-01-01;LakestrugeonRichelieu
46.707778;-71.43;1;Inexistant;1997-01-01;LakestrugeonRichelieu
46.67705;-71.66283;1;Inexistant;1999-01-01;LakestrugeonRichelieu
46.99972;-70.7625;6;Rare;2004-01-01;LakestrugeonRichelieu
46.73927;-71.27312;12;Commun;2008-01-01;LakestrugeonRichelieu
46.73927;-71.27312;1;Inexistant;2010-01-01;LakestrugeonRichelieu
46.73927;-71.27312;3;Inexistant;2011-01-01;LakestrugeonRichelieu
46.73927;-71.27312;7;Rare;2011-01-01;LakestrugeonRichelieu
46.456152;-72.238338;1;Inexistant;2012-01-01;LakestrugeonRichelieu
46.678889;-71.808056;159;Commun;2013-01-01;LakestrugeonRichelieu
46.825359;-71.197342;8;Rare;2014-01-01;LakestrugeonRichelieu
46.83885;-71.20418;1;Inexistant;2014-01-01;LakestrugeonRichelieu
46.291389;-72.600556;1;Inexistant;1972-08-16;LakestrugeonRichelieu
46.289722;-72.608611;4;Rare;1972-08-17;LakestrugeonRichelieu
45.863056;-73.15;1;Inexistant;2007-06-17;LakestrugeonRichelieu
46.741471;-71.294771;244;Commun;1963-01-01;LakestrugeonRichelieu
46.64;-71.768056;1;Inexistant;1997-01-01;LakestrugeonRichelieu
46.95803333;-70.78191667;40;Commun;2000-01-01;LakestrugeonRichelieu
46.96855;-70.75965;1;Inexistant;2000-01-01;LakestrugeonRichelieu
46.495993;-72.225077;2;Inexistant;2001-01-01;LakestrugeonRichelieu
46.2788;-72.70534;7;Rare;2002-01-01;LakestrugeonRichelieu
46.24652;-72.67404;2;Inexistant;2002-01-01;LakestrugeonRichelieu
46.26905;-72.658667;6;Rare;2007-01-01;LakestrugeonRichelieu
46.401826;-72.3661;3;Inexistant;2008-01-01;LakestrugeonRichelieu
46.421626;-72.374592;1;Inexistant;2008-01-01;LakestrugeonRichelieu
46.74085;-71.27614;1;Inexistant;2012-01-01;LakestrugeonRichelieu
46.8645;-70.9833;0;Inexistant;2013-01-01;LakestrugeonRichelieu
46.82580185;-71.20469666;11;Commun;2013-01-01;LakestrugeonRichelieu
46.89203;-71.12298;0;Inexistant;2014-01-01;LakestrugeonRichelieu
46.8376389;-71.189308;1;Inexistant;2013-01-01;LakestrugeonRichelieu
46.87845;-71.1388;0;Inexistant;2014-01-01;LakestrugeonRichelieu
46.82618;-71.203728;5;Rare;2014-01-01;LakestrugeonRichelieu
46.921111;-70.810278;0;Inexistant;1999-09-21;LakestrugeonRichelieu
46.741471;-71.294771;41;Commun;1977-01-01;LakestrugeonRichelieu
46.741471;-71.294771;24;Commun;1981-01-01;LakestrugeonRichelieu
46.6695;-71.79058;1;Inexistant;1997-01-01;LakestrugeonRichelieu
46.390004;-72.413156;1;Inexistant;2001-01-01;LakestrugeonRichelieu
46.500593;-72.226188;1;Inexistant;2008-01-01;LakestrugeonRichelieu
46.73927;-71.27312;9;Rare;2011-01-01;LakestrugeonRichelieu
46.879292;-71.145025;0;Inexistant;2013-01-01;LakestrugeonRichelieu
46.8865;-71.11694;0;Inexistant;2013-01-01;LakestrugeonRichelieu
46.40553;-72.36986;0;Inexistant;2014-01-01;LakestrugeonRichelieu
46.65237;-71.67166;0;Inexistant;2014-01-01;LakestrugeonRichelieu
46.421034;-72.306653;10;Commun;2008-01-01;LakestrugeonRichelieu
46.73927;-71.27312;6;Rare;2009-01-01;LakestrugeonRichelieu
46.73927;-71.27312;4;Rare;2009-01-01;LakestrugeonRichelieu
46.73927;-71.27312;6;Rare;2009-01-01;LakestrugeonRichelieu
46.73927;-71.27312;1;Inexistant;2011-01-01;LakestrugeonRichelieu
46.405237;-72.372321;3;Inexistant;2012-01-01;LakestrugeonRichelieu
46.513647;-72.236744;1;Inexistant;2012-01-01;LakestrugeonRichelieu
46.52057;-72.22758;0;Inexistant;2013-01-01;LakestrugeonRichelieu
47.03826;-70.85442;0;Inexistant;2013-01-01;LakestrugeonRichelieu
46.41696;-72.3682;0;Inexistant;2014-01-01;LakestrugeonRichelieu
46.622428;-71.946271;0;Inexistant;2014-01-01;LakestrugeonRichelieu
46.825359;-71.197342;7;Rare;2014-01-01;LakestrugeonRichelieu
45.741389;-73.193056;1;Inexistant;1970-07-20;LakestrugeonRichelieu
46.253611;-72.658333;1;Inexistant;1972-08-22;LakestrugeonRichelieu
46.921111;-70.810278;0;Inexistant;1999-09-14;LakestrugeonRichelieu
46.3785;-72.457167;7;Rare;2008-09-23;LakestrugeonRichelieu
45.863056;-73.15;1;Inexistant;2009-06-18;LakestrugeonRichelieu
45.938333;-73.150278;1;Inexistant;1970-08-11;LakestrugeonRichelieu
46.273611;-72.616944;1;Inexistant;1972-08-17;LakestrugeonRichelieu
46.265833;-72.663889;0;Inexistant;1985-05-29;LakestrugeonRichelieu
46.741471;-71.294771;6;Rare;1991-01-01;LakestrugeonRichelieu
46.67454;-71.86733;1;Inexistant;2006-01-01;LakestrugeonRichelieu
46.99972222;-70.77944444;7;Rare;2007-01-01;LakestrugeonRichelieu
46.73927;-71.27312;7;Rare;2008-01-01;LakestrugeonRichelieu
46.73927;-71.27312;1;Inexistant;2008-01-01;LakestrugeonRichelieu
46.872453;-71.134238;0;Inexistant;2012-01-01;LakestrugeonRichelieu
46.878036;-71.138715;0;Inexistant;2012-01-01;LakestrugeonRichelieu
46.412772;-72.368595;2;Inexistant;2012-01-01;LakestrugeonRichelieu
46.73805;-71.27608;1;Inexistant;2012-01-01;LakestrugeonRichelieu
46.82410049;-71.20744324;2;Inexistant;2013-01-01;LakestrugeonRichelieu
46.74082;-71.27596;9;Rare;2013-01-01;LakestrugeonRichelieu
46.825359;-71.197342;3;Inexistant;2014-01-01;LakestrugeonRichelieu
46.8;-71.191667;1;Inexistant;1945-08-31;LakestrugeonRichelieu
45.933056;-73.153333;1;Inexistant;1970-08-04;LakestrugeonRichelieu
46.031667;-73.123611;1;Inexistant;1970-08-07;LakestrugeonRichelieu
46.583333;-72.05;1;Inexistant;1976-08-10;LakestrugeonRichelieu
46.928333;-70.794722;0;Inexistant;1999-07-09;LakestrugeonRichelieu
45.863056;-73.15;1;Inexistant;2009-06-14;LakestrugeonRichelieu
45.863056;-73.15;2;Inexistant;2009-06-14;LakestrugeonRichelieu
45.863056;-73.15;7;Rare;2009-06-17;LakestrugeonRichelieu
46.4984;-72.2478;2;Inexistant;1996-01-01;LakestrugeonRichelieu
46.94196667;-70.77543333;8;Rare;2000-01-01;LakestrugeonRichelieu
46.739838;-71.35237;1;Inexistant;2003-01-01;LakestrugeonRichelieu
46.77497;-71.23888;1;Inexistant;2005-01-01;LakestrugeonRichelieu
46.66892;-71.83639;3;Inexistant;2006-01-01;LakestrugeonRichelieu
46.66576;-71.78871;1;Inexistant;2006-01-01;LakestrugeonRichelieu
46.65621;-71.76492;3;Inexistant;2006-01-01;LakestrugeonRichelieu
46.73927;-71.27312;3;Inexistant;2008-01-01;LakestrugeonRichelieu
46.73927;-71.27312;2;Inexistant;2008-01-01;LakestrugeonRichelieu
46.73927;-71.27312;3;Inexistant;2008-01-01;LakestrugeonRichelieu
46.73927;-71.27312;1;Inexistant;2009-01-01;LakestrugeonRichelieu
46.427264;-72.270101;7;Rare;2008-01-01;LakestrugeonRichelieu
46.73927;-71.27312;4;Rare;2009-01-01;LakestrugeonRichelieu
46.73927;-71.27312;4;Rare;2009-01-01;LakestrugeonRichelieu
46.73927;-71.27312;2;Inexistant;2010-01-01;LakestrugeonRichelieu
46.73927;-71.27312;1;Inexistant;2010-01-01;LakestrugeonRichelieu
46.73927;-71.27312;7;Rare;2010-01-01;LakestrugeonRichelieu
46.88537;-71.14321;7;Rare;2012-01-01;LakestrugeonRichelieu
46.82455;-71.20467;0;Inexistant;2013-01-01;LakestrugeonRichelieu
46.88517;-71.14011;0;Inexistant;2013-01-01;LakestrugeonRichelieu
46.265833;-72.663889;0;Inexistant;1984-07-19;LakestrugeonRichelieu
46.741471;-71.294771;16;Commun;1972-01-01;LakestrugeonRichelieu
46.480556;-72.253889;3;Inexistant;1996-01-01;LakestrugeonRichelieu
46.6575;-71.751667;1;Inexistant;1997-01-01;LakestrugeonRichelieu
46.66703;-71.76825;1;Inexistant;1997-01-01;LakestrugeonRichelieu
46.741471;-71.294771;23;Commun;1998-01-01;LakestrugeonRichelieu
46.66832;-71.72776;1;Inexistant;1999-01-01;LakestrugeonRichelieu
46.91528;-70.84306;2;Inexistant;2000-01-01;LakestrugeonRichelieu
46.432778;-72.255493;8;Rare;2008-01-01;LakestrugeonRichelieu
46.73927;-71.27312;4;Rare;2008-01-01;LakestrugeonRichelieu
46.73927;-71.27312;2;Inexistant;2010-01-01;LakestrugeonRichelieu
46.73927;-71.27312;1;Inexistant;2011-01-01;LakestrugeonRichelieu
46.73927;-71.27312;4;Rare;2011-01-01;LakestrugeonRichelieu
46.875523;-71.126097;0;Inexistant;2012-01-01;LakestrugeonRichelieu
46.88408;-71.14369;8;Rare;2012-01-01;LakestrugeonRichelieu
46.857171;-70.981257;0;Inexistant;2013-01-01;LakestrugeonRichelieu
46.84002;-71.1956;4;Rare;2014-01-01;LakestrugeonRichelieu
45.863056;-73.15;2;Inexistant;2007-06-15;LakestrugeonRichelieu
46.68215;-71.89716;1;Inexistant;1975-01-01;LakestrugeonRichelieu
46.741471;-71.294771;33;Commun;1995-01-01;LakestrugeonRichelieu
46.4325;-72.316111;2;Inexistant;1996-01-01;LakestrugeonRichelieu
46.68742;-71.64241;1;Inexistant;1997-01-01;LakestrugeonRichelieu
46.911306;-70.850778;15;Commun;1999-01-01;LakestrugeonRichelieu
46.96525;-70.76913333;22;Commun;2000-01-01;LakestrugeonRichelieu
46.444722;-72.285;1;Inexistant;1996-01-01;LakestrugeonRichelieu
46.67216;-71.67958;1;Inexistant;1999-01-01;LakestrugeonRichelieu
46.99972222;-70.77944444;1;Inexistant;2001-01-01;LakestrugeonRichelieu
46.73927;-71.27312;8;Rare;2009-01-01;LakestrugeonRichelieu
46.73927;-71.27312;1;Inexistant;2009-01-01;LakestrugeonRichelieu
46.73927;-71.27312;1;Inexistant;2010-01-01;LakestrugeonRichelieu
46.73927;-71.27312;15;Commun;2010-01-01;LakestrugeonRichelieu
46.27395;-72.6265;0;Inexistant;2012-01-01;LakestrugeonRichelieu
46.7391;-71.27427;18;Commun;2012-01-01;LakestrugeonRichelieu
46.43312;-72.31781;0;Inexistant;2013-01-01;LakestrugeonRichelieu
46.82455;-71.20467;0;Inexistant;2013-01-01;LakestrugeonRichelieu
46.74462;-71.34253;3;Inexistant;2013-01-01;LakestrugeonRichelieu
46.73939;-71.27434;35;Commun;2013-01-01;LakestrugeonRichelieu
46.35757;-72.49857;0;Inexistant;2014-01-01;LakestrugeonRichelieu
46.68369;-71.86562;0;Inexistant;2014-01-01;LakestrugeonRichelieu
46.83623;-71.192;2;Inexistant;2015-01-01;LakestrugeonRichelieu
46.265833;-72.663889;0;Inexistant;1985-05-07;LakestrugeonRichelieu
46.69611;-71.57743;1;Inexistant;1997-01-01;LakestrugeonRichelieu
46.39731;-72.44432;1;Inexistant;2001-01-01;LakestrugeonRichelieu
46.435357;-72.268921;6;Rare;2001-01-01;LakestrugeonRichelieu
46.66584;-71.89503;1;Inexistant;2006-01-01;LakestrugeonRichelieu
46.43687;-72.281511;6;Rare;2008-01-01;LakestrugeonRichelieu
46.2788;-72.70534;2;Inexistant;2009-01-01;LakestrugeonRichelieu
46.73927;-71.27312;4;Rare;2010-01-01;LakestrugeonRichelieu
46.73927;-71.27312;4;Rare;2010-01-01;LakestrugeonRichelieu
46.8537;-70.98;0;Inexistant;2012-01-01;LakestrugeonRichelieu
46.73997;-71.27355;35;Commun;2012-01-01;LakestrugeonRichelieu
46.71277;-71.41285;0;Inexistant;2013-01-01;LakestrugeonRichelieu
46.92969;-71.05071;0;Inexistant;2013-01-01;LakestrugeonRichelieu
46.73912;-71.2737;20;Commun;2013-01-01;LakestrugeonRichelieu
46.678889;-71.808056;185;Commun;2014-01-01;LakestrugeonRichelieu
46.57396;-72.00552;1;Inexistant;2014-01-01;LakestrugeonRichelieu
46.410167;-72.376167;6;Rare;2008-09-23;LakestrugeonRichelieu
46.584167;-72.034722;1;Inexistant;1997-01-01;LakestrugeonRichelieu
46.975;-70.76667;1;Inexistant;2001-01-01;LakestrugeonRichelieu
46.58243;-72.03928;11;Commun;2006-01-01;LakestrugeonRichelieu
46.73927;-71.27312;3;Inexistant;2008-01-01;LakestrugeonRichelieu
46.73927;-71.27312;3;Inexistant;2009-01-01;LakestrugeonRichelieu
46.73927;-71.27312;1;Inexistant;2010-01-01;LakestrugeonRichelieu
46.87678;-71.132406;0;Inexistant;2012-01-01;LakestrugeonRichelieu
46.427264;-72.270101;2;Inexistant;2012-01-01;LakestrugeonRichelieu
46.41696;-72.3682;0;Inexistant;2013-01-01;LakestrugeonRichelieu
